Time,header.stamp.nsecs,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,header.seq,header.stamp.nsecs,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1719785815,594843604,0.002130529,-0.001065264,-0.001065264,0.248995703,-0.004788379,9.801811621,3948.6,1719785814,-2.042224481,-1.932790237,0.136681181,0.013661006,0.002322492,0.725951041,0.687606769
1719785815,597339778,-0.001065264,0.001065264,-0.003195793,0.253784082,-0.004788379,9.8066,3948.8,1719785814,-2.04222591,-1.932789123,0.136684823,0.013660713,0.002323344,0.725951203,0.687606601
1719785815,599822608,-0.001065264,0.001065264,-0.002130529,0.253784082,-0.004788379,9.8066,3949,1719785814,-2.042227339,-1.93278801,0.136688465,0.01366042,0.002324196,0.725951365,0.687606433
1719785815,602327006,0.001065264,0.001065264,-0.001065264,0.248995703,0,9.8066,3949.2,1719785814,-2.042225747,-1.932791619,0.136692348,0.013660961,0.002321106,0.725952176,0.687605576
1719785815,604840171,0.001065264,0.003195793,-0.002130529,0.248995703,0.004788379,9.801811621,3949.4,1719785814,-2.042224154,-1.932795228,0.13669623,0.013661501,0.002318016,0.725952987,0.687604719
1719785815,607351993,0.001065264,0.001065264,-0.002130529,0.248995703,0.004788379,9.801811621,3949.6,1719785814,-2.042222562,-1.932798836,0.136700113,0.013662042,0.002314927,0.725953799,0.687603863
1719785815,607384056,0.002130529,0.003195793,-0.003195793,0.239418945,0.004788379,9.811388379,3949.8,1719785814,-2.042220969,-1.932802445,0.136703995,0.013662582,0.002311837,0.72595461,0.687603006
1719785815,612315797,0,0.002130529,-0.004261058,0.234630566,0.004788379,9.820965137,3950,1719785814,-2.042219377,-1.932806054,0.136707878,0.013663123,0.002308747,0.725955421,0.687602149
1719785815,614833379,0,0.003195793,-0.003195793,0.234630566,0.009576758,9.825753516,3950.2,1719785814,-2.042220869,-1.932808444,0.136708142,0.013662907,0.002308506,0.725953005,0.687604705
1719785815,617342961,0.001065264,0.001065264,-0.003195793,0.239418945,0.009576758,9.830541895,3950.4,1719785814,-2.042222361,-1.932810835,0.136708407,0.013662691,0.002308266,0.725950588,0.687607261
1719785815,617373840,0.001065264,0.003195793,-0.001065264,0.239418945,0.009576758,9.830541895,3950.6,1719785814,-2.042223854,-1.932813225,0.136708671,0.013662476,0.002308025,0.725948172,0.687609818
1719785815,619830431,0.003195793,0.003195793,-0.003195793,0.239418945,0.004788379,9.825753516,3950.8,1719785814,-2.042225346,-1.932815616,0.136708936,0.01366226,0.002307785,0.725945755,0.687612374
1719785815,622317261,0.002130529,0.002130529,-0.002130529,0.239418945,0,9.820965137,3951,1719785814,-2.042226838,-1.932818006,0.1367092,0.013662044,0.002307544,0.725943339,0.68761493
1719785815,627335401,0.005326322,0.002130529,-0.003195793,0.234630566,-0.004788379,9.816176758,3951.2,1719785814,-2.042224256,-1.932816104,0.136706633,0.013657626,0.00230117,0.725940016,0.687618547
1719785815,629855766,0.002130529,0.002130529,-0.004261058,0.234630566,-0.004788379,9.811388379,3951.4,1719785814,-2.042221674,-1.932814202,0.136704066,0.013653209,0.002294795,0.725936693,0.687622164
1719785815,629997171,0.002130529,0.003195793,-0.004261058,0.239418945,0,9.811388379,3951.6,1719785814,-2.042219093,-1.932812299,0.136701498,0.013648791,0.002288421,0.725933371,0.687625781
1719785815,634838322,0.002130529,0.003195793,-0.004261058,0.248995703,0,9.811388379,3951.8,1719785814,-2.042216511,-1.932810397,0.136698931,0.013644374,0.002282046,0.725930048,0.687629398
1719785815,637314817,0.002130529,0.002130529,-0.005326322,0.253784082,0,9.811388379,3952,1719785814,-2.042213929,-1.932808495,0.136696364,0.013639956,0.002275672,0.725926725,0.687633015
1719785815,639837262,0.001065264,0.003195793,-0.003195793,0.253784082,-0.004788379,9.811388379,3952.2,1719785814,-2.042215615,-1.932803439,0.136693863,0.013647994,0.002281527,0.725929185,0.687630238
1719785815,642303613,0.003195793,0.001065264,-0.003195793,0.248995703,-0.004788379,9.811388379,3952.4,1719785814,-2.042217302,-1.932798384,0.136691362,0.013656031,0.002287382,0.725931646,0.687627461
1719785815,644836426,0.006391587,0.001065264,-0.002130529,0.248995703,-0.009576758,9.8066,3952.6,1719785814,-2.042218988,-1.932793328,0.13668886,0.013664069,0.002293238,0.725934106,0.687624685
1719785815,647319576,0.002130529,-0.001065264,-0.002130529,0.248995703,-0.014365137,9.811388379,3952.8,1719785814,-2.042220675,-1.932788273,0.136686359,0.013672106,0.002299093,0.725936567,0.687621908
1719785815,649829862,0.001065264,0,-0.002130529,0.248995703,-0.014365137,9.811388379,3953,1719785814,-2.042222361,-1.932783217,0.136683858,0.013680144,0.002304948,0.725939027,0.687619131
1719785815,652305300,0.003195793,0.001065264,-0.003195793,0.248995703,-0.009576758,9.811388379,3953.2,1719785814,-2.042222924,-1.932782944,0.136683543,0.013679713,0.002308479,0.725939453,0.687618678
1719785815,654832514,-0.001065264,0.001065264,-0.002130529,0.248995703,-0.009576758,9.811388379,3953.4,1719785814,-2.042223487,-1.932782671,0.136683228,0.013679281,0.00231201,0.725939879,0.687618225
1719785815,657306480,0.001065264,0.001065264,-0.002130529,0.248995703,-0.014365137,9.811388379,3953.6,1719785814,-2.042224049,-1.932782398,0.136682913,0.01367885,0.00231554,0.725940306,0.687617771
1719785815,659819326,0.001065264,0.004261058,-0.003195793,0.248995703,-0.014365137,9.8066,3953.8,1719785814,-2.042224612,-1.932782125,0.136682598,0.013678418,0.002319071,0.725940732,0.687617318
1719785815,662307852,0.002130529,0.003195793,-0.002130529,0.253784082,-0.014365137,9.801811621,3954,1719785814,-2.042225175,-1.932781852,0.136682283,0.013677987,0.002322602,0.725941158,0.687616865
1719785815,664852569,0,0.001065264,-0.003195793,0.258572461,-0.009576758,9.801811621,3954.2,1719785814,-2.042225521,-1.932786777,0.136684649,0.013675126,0.002317998,0.725940742,0.687617377
1719785815,667301608,0.001065264,0.004261058,-0.003195793,0.258572461,-0.009576758,9.797023242,3954.4,1719785814,-2.042225867,-1.932791701,0.136687015,0.013672264,0.002313394,0.725940326,0.687617889
1719785815,669842933,0.005326322,0.002130529,-0.004261058,0.258572461,-0.004788379,9.797023242,3954.6,1719785814,-2.042226214,-1.932796626,0.136689382,0.013669403,0.002308791,0.725939909,0.6876184
1719785815,672315331,0.002130529,0.001065264,-0.001065264,0.253784082,0,9.797023242,3954.8,1719785814,-2.04222656,-1.93280155,0.136691748,0.013666541,0.002304187,0.725939493,0.687618912
1719785815,672347587,0.002130529,0.002130529,-0.003195793,0.253784082,0,9.797023242,3955,1719785814,-2.042226906,-1.932806475,0.136694114,0.01366368,0.002299583,0.725939077,0.687619424
1719785815,677319519,0.002130529,0.003195793,-0.002130529,0.253784082,0,9.801811621,3955.2,1719785814,-2.042226311,-1.932811549,0.136695803,0.013669541,0.002307171,0.725939824,0.687618493
1719785815,677354462,0.004261058,0.003195793,-0.003195793,0.253784082,-0.004788379,9.801811621,3955.4,1719785814,-2.042225716,-1.932816623,0.136697493,0.013675403,0.002314759,0.725940571,0.687617562
1719785815,682339418,0.003195793,0,-0.002130529,0.244207324,-0.004788379,9.8066,3955.6,1719785814,-2.042225122,-1.932821698,0.136699182,0.013681264,0.002322348,0.725941319,0.687616631
1719785815,687315287,0.003195793,0.002130529,-0.004261058,0.239418945,-0.009576758,9.797023242,3955.8,1719785814,-2.042224527,-1.932826772,0.136700872,0.013687126,0.002329936,0.725942066,0.6876157
1719785815,687353206,0.003195793,0.002130529,-0.003195793,0.239418945,-0.009576758,9.797023242,3956,1719785814,-2.042223932,-1.932831846,0.136702561,0.013692987,0.002337524,0.725942813,0.687614769
1719785815,689855812,0.003195793,-0.001065264,0,0.239418945,-0.009576758,9.792234863,3956.2,1719785814,-2.042223841,-1.932830521,0.136700509,0.013686968,0.002336258,0.725942061,0.687615687
1719785815,692300275,0.002130529,0,-0.001065264,0.239418945,-0.009576758,9.792234863,3956.4,1719785814,-2.042223749,-1.932829195,0.136698458,0.013680948,0.002334991,0.725941308,0.687616606
1719785815,694828224,0.003195793,0.001065264,-0.004261058,0.239418945,-0.009576758,9.792234863,3956.6,1719785814,-2.042223658,-1.93282787,0.136696406,0.013674929,0.002333725,0.725940556,0.687617524
1719785815,699954649,0.001065264,0.002130529,-0.005326322,0.244207324,-0.009576758,9.797023242,3956.8,1719785814,-2.042223566,-1.932826544,0.136694355,0.013668909,0.002332458,0.725939803,0.687618443
1719785815,699996248,0.002130529,0,-0.004261058,0.248995703,-0.009576758,9.8066,3957,1719785814,-2.042223475,-1.932825219,0.136692303,0.01366289,0.002331192,0.725939051,0.687619361
1719785815,702311530,0,0,-0.006391587,0.244207324,-0.014365137,9.811388379,3957.2,1719785814,-2.04222343,-1.932821122,0.136692792,0.013666067,0.002328813,0.725940327,0.687617959
1719785815,707313350,0.003195793,0,-0.001065264,0.244207324,-0.014365137,9.8066,3957.4,1719785814,-2.042223386,-1.932817026,0.136693281,0.013669245,0.002326434,0.725941602,0.687616557
1719785815,709936657,0.001065264,0,-0.005326322,0.239418945,-0.014365137,9.8066,3957.6,1719785814,-2.042223341,-1.932812929,0.136693769,0.013672422,0.002324055,0.725942878,0.687615156
1719785815,712309986,0.004261058,0,-0.004261058,0.234630566,-0.009576758,9.801811621,3957.8,1719785814,-2.042223297,-1.932808833,0.136694258,0.0136756,0.002321676,0.725944153,0.687613754
1719785815,714844655,0.002130529,0.001065264,-0.003195793,0.234630566,-0.009576758,9.801811621,3958,1719785814,-2.042223252,-1.932804736,0.136694747,0.013678777,0.002319297,0.725945429,0.687612352
1719785815,717312573,0.002130529,0,-0.002130529,0.239418945,-0.004788379,9.797023242,3958.2,1719785814,-2.042222638,-1.9328015,0.136692473,0.013673627,0.002324436,0.725946396,0.687611416
1719785815,719831339,0.001065264,0.002130529,-0.004261058,0.234630566,-0.004788379,9.797023242,3958.4,1719785814,-2.042222023,-1.932798264,0.136690199,0.013668476,0.002329575,0.725947364,0.687610479
1719785815,722314425,0.002130529,0.002130529,-0.005326322,0.239418945,0,9.797023242,3958.6,1719785814,-2.042221409,-1.932795027,0.136687924,0.013663326,0.002334713,0.725948331,0.687609543
1719785815,724822727,0.001065264,0.003195793,-0.004261058,0.244207324,0.004788379,9.801811621,3958.8,1719785814,-2.042220794,-1.932791791,0.13668565,0.013658175,0.002339852,0.725949299,0.687608606
1719785815,727313557,0.002130529,0.003195793,-0.004261058,0.244207324,0.004788379,9.8066,3959,1719785814,-2.04222018,-1.932788555,0.136683376,0.013653025,0.002344991,0.725950266,0.68760767
1719785815,729838370,0.004261058,0.001065264,-0.002130529,0.244207324,0.004788379,9.8066,3959.2,1719785814,-2.042221702,-1.932792574,0.136680737,0.013657707,0.002342971,0.725947295,0.687610721
1719785815,732309649,0.003195793,0.002130529,0.001065264,0.244207324,0,9.811388379,3959.4,1719785814,-2.042223223,-1.932796594,0.136678098,0.013662388,0.002340951,0.725944324,0.687613771
1719785815,734834878,0.002130529,0,-0.002130529,0.248995703,0,9.820965137,3959.6,1719785814,-2.042224745,-1.932800613,0.136675459,0.01366707,0.00233893,0.725941352,0.687616822
1719785815,737328012,0.004261058,0.001065264,-0.005326322,0.239418945,0,9.820965137,3959.8,1719785814,-2.042226266,-1.932804633,0.13667282,0.013671751,0.00233691,0.725938381,0.687619872
1719785815,737362476,0.005326322,0.001065264,-0.004261058,0.239418945,0,9.820965137,3960,1719785814,-2.042227788,-1.932808652,0.136670181,0.013676433,0.00233489,0.72593541,0.687622923
1719785815,739841498,0.001065264,0.003195793,-0.003195793,0.239418945,0.004788379,9.820965137,3960.2,1719785814,-2.042228299,-1.932815084,0.136670371,0.01367215,0.002338992,0.725938273,0.687619972
1719785815,744838966,0,0.001065264,-0.003195793,0.234630566,0,9.816176758,3960.4,1719785814,-2.04222881,-1.932821516,0.136670561,0.013667866,0.002343094,0.725941136,0.687617021
1719785815,747292965,0.004261058,0.002130529,-0.002130529,0.239418945,0,9.816176758,3960.6,1719785814,-2.042229321,-1.932827948,0.136670752,0.013663583,0.002347197,0.725943998,0.687614069
1719785815,749852945,0.003195793,0.002130529,-0.002130529,0.244207324,0,9.811388379,3960.8,1719785814,-2.042229832,-1.93283438,0.136670942,0.013659299,0.002351299,0.725946861,0.687611118
1719785815,749881841,0.004261058,0.002130529,0.001065264,0.244207324,0.004788379,9.811388379,3961,1719785814,-2.042230343,-1.932840812,0.136671132,0.013655016,0.002355401,0.725949724,0.687608167
1719785815,755056393,0.002130529,0.002130529,-0.003195793,0.239418945,0,9.811388379,3961.2,1719785814,-2.042229006,-1.932840561,0.136671231,0.013659771,0.002354858,0.725950737,0.687607005
1719785815,757300828,0,0.001065264,-0.004261058,0.239418945,-0.004788379,9.8066,3961.4,1719785814,-2.042227669,-1.93284031,0.136671331,0.013664526,0.002354315,0.72595175,0.687605843
1719785815,760043365,0,0.001065264,-0.002130529,0.244207324,-0.004788379,9.801811621,3961.6,1719785814,-2.042226333,-1.932840059,0.13667143,0.013669282,0.002353772,0.725952762,0.687604681
1719785815,762312792,0.002130529,0.001065264,-0.003195793,0.253784082,-0.004788379,9.8066,3961.8,1719785814,-2.042224996,-1.932839808,0.13667153,0.013674037,0.002353229,0.725953775,0.687603519
1719785815,764862853,-0.001065264,0.003195793,-0.004261058,0.258572461,-0.004788379,9.8066,3962,1719785814,-2.042223659,-1.932839557,0.136671629,0.013678792,0.002352686,0.725954788,0.687602357
1719785815,767438129,-0.001065264,0,-0.004261058,0.26336084,0,9.8066,3962.2,1719785814,-2.042223098,-1.932837602,0.136677671,0.013673538,0.002358266,0.72595417,0.687603094
1719785815,769852033,0.001065264,0,-0.005326322,0.258572461,-0.004788379,9.8066,3962.4,1719785814,-2.042222537,-1.932835647,0.136683713,0.013668284,0.002363846,0.725953552,0.687603832
1719785815,769883520,0.003195793,0,-0.003195793,0.258572461,-0.004788379,9.8066,3962.6,1719785814,-2.042221977,-1.932833693,0.136689755,0.013663029,0.002369425,0.725952935,0.687604569
1719785815,772331471,0.003195793,0.002130529,-0.001065264,0.253784082,-0.009576758,9.8066,3962.8,1719785814,-2.042221416,-1.932831738,0.136695797,0.013657775,0.002375005,0.725952317,0.687605307
1719785815,777285068,0.003195793,0.002130529,-0.005326322,0.244207324,-0.009576758,9.8066,3963,1719785814,-2.042220855,-1.932829783,0.136701839,0.013652521,0.002380585,0.725951699,0.687606044
1719785815,779835193,0.001065264,0.003195793,-0.005326322,0.239418945,-0.009576758,9.811388379,3963.2,1719785814,-2.04222021,-1.932826363,0.13670552,0.013659438,0.002370533,0.725949844,0.687607899
1719785815,779863128,0.002130529,0.001065264,-0.004261058,0.239418945,-0.004788379,9.801811621,3963.4,1719785814,-2.042219565,-1.932822944,0.1367092,0.013666356,0.002360481,0.72594799,0.687609754
1719785815,784872116,0.004261058,0,-0.002130529,0.234630566,0,9.792234863,3963.6,1719785814,-2.042218919,-1.932819524,0.136712881,0.013673273,0.00235043,0.725946135,0.687611608
1719785815,787327074,0.002130529,0.005326322,-0.002130529,0.239418945,0,9.792234863,3963.8,1719785814,-2.042218274,-1.932816105,0.136716561,0.013680191,0.002340378,0.725944281,0.687613463
1719785815,787361282,0.002130529,0.004261058,-0.003195793,0.244207324,-0.004788379,9.797023242,3964,1719785814,-2.042217629,-1.932812685,0.136720242,0.013687108,0.002330326,0.725942426,0.687615318
1719785815,792304223,0.002130529,0.001065264,-0.001065264,0.244207324,-0.004788379,9.797023242,3964.2,1719785814,-2.042218189,-1.932812692,0.136721981,0.013683672,0.002329647,0.725942689,0.687615111
1719785815,794827436,0.002130529,0.001065264,-0.005326322,0.244207324,-0.009576758,9.792234863,3964.4,1719785814,-2.042218749,-1.932812699,0.136723721,0.013680235,0.002328967,0.725942952,0.687614904
1719785815,797311994,0.002130529,0.003195793,-0.002130529,0.244207324,-0.009576758,9.792234863,3964.6,1719785814,-2.042219309,-1.932812706,0.13672546,0.013676799,0.002328288,0.725943215,0.687614698
1719785815,799835560,0,0,0,0.239418945,-0.009576758,9.792234863,3964.8,1719785814,-2.042219869,-1.932812713,0.1367272,0.013673362,0.002327608,0.725943478,0.687614491
1719785815,802305654,0,0.002130529,0.001065264,0.234630566,-0.009576758,9.797023242,3965,1719785814,-2.042220429,-1.93281272,0.136728939,0.013669926,0.002326929,0.725943741,0.687614284
1719785815,804851011,0.004261058,0,-0.001065264,0.239418945,-0.009576758,9.801811621,3965.2,1719785814,-2.042221537,-1.932814051,0.13672425,0.013671037,0.002331979,0.725944411,0.687613538
1719785815,807297042,0.003195793,0.003195793,-0.004261058,0.244207324,-0.009576758,9.801811621,3965.4,1719785814,-2.042222644,-1.932815382,0.136719561,0.013672149,0.002337029,0.725945081,0.687612791
1719785815,807329746,0.002130529,0.002130529,-0.003195793,0.244207324,-0.009576758,9.801811621,3965.6,1719785814,-2.042223752,-1.932816713,0.136714871,0.01367326,0.00234208,0.72594575,0.687612045
1719785815,809825664,0.002130529,0.004261058,-0.004261058,0.244207324,-0.014365137,9.801811621,3965.8,1719785814,-2.042224859,-1.932818044,0.136710182,0.013674372,0.00234713,0.72594642,0.687611298
1719785815,814813628,0.002130529,0.003195793,-0.001065264,0.248995703,-0.014365137,9.801811621,3966,1719785814,-2.042225967,-1.932819375,0.136705493,0.013675483,0.00235218,0.72594709,0.687610552
1719785815,817285866,0.001065264,0.003195793,-0.001065264,0.248995703,-0.009576758,9.801811621,3966.2,1719785814,-2.042225677,-1.932819872,0.136703814,0.013667516,0.002360088,0.72594937,0.687608276
1719785815,819815031,0,0.002130529,-0.003195793,0.239418945,-0.004788379,9.797023242,3966.4,1719785814,-2.042225386,-1.932820369,0.136702134,0.013659548,0.002367996,0.72595165,0.687606
1719785815,822352709,0.001065264,0.005326322,-0.004261058,0.239418945,-0.004788379,9.797023242,3966.6,1719785814,-2.042225096,-1.932820867,0.136700455,0.013651581,0.002375904,0.72595393,0.687603723
1719785815,824832851,-0.001065264,0.003195793,-0.005326322,0.239418945,-0.004788379,9.801811621,3966.8,1719785814,-2.042224805,-1.932821364,0.136698775,0.013643613,0.002383812,0.72595621,0.687601447
1719785815,827297890,0,0.004261058,-0.002130529,0.239418945,-0.004788379,9.811388379,3967,1719785814,-2.042224515,-1.932821861,0.136697096,0.013635646,0.00239172,0.72595849,0.687599171
1719785815,829959820,0.002130529,0.001065264,-0.002130529,0.239418945,-0.004788379,9.811388379,3967.2,1719785814,-2.042225122,-1.932822632,0.136697692,0.013639785,0.002380112,0.725954723,0.687603105
1719785815,832271870,0.002130529,-0.001065264,-0.001065264,0.244207324,0,9.811388379,3967.4,1719785814,-2.042225729,-1.932823402,0.136698287,0.013643924,0.002368504,0.725950957,0.687607039
1719785815,834822923,0.004261058,0.001065264,-0.005326322,0.244207324,0,9.811388379,3967.6,1719785814,-2.042226335,-1.932824173,0.136698883,0.013648064,0.002356895,0.72594719,0.687610974
1719785815,837282105,0.002130529,0.001065264,-0.002130529,0.244207324,0,9.816176758,3967.8,1719785814,-2.042226942,-1.932824943,0.136699478,0.013652203,0.002345287,0.725943424,0.687614908
1719785815,839837830,0.002130529,0.003195793,-0.003195793,0.244207324,0,9.816176758,3968,1719785814,-2.042227549,-1.932825714,0.136700074,0.013656342,0.002333679,0.725939657,0.687618842
1719785815,842303413,0.004261058,0.001065264,-0.004261058,0.248995703,0,9.816176758,3968.2,1719785814,-2.042227992,-1.932822721,0.136702292,0.013654488,0.002339607,0.725939573,0.687618948
1719785815,844847618,0.001065264,0.001065264,-0.006391587,0.248995703,0,9.811388379,3968.4,1719785814,-2.042228435,-1.932819728,0.136704509,0.013652634,0.002345534,0.725939489,0.687619053
1719785815,847298801,0.003195793,0.002130529,-0.003195793,0.244207324,0,9.8066,3968.6,1719785814,-2.042228879,-1.932816735,0.136706727,0.013650781,0.002351462,0.725939404,0.687619159
1719785815,849835326,0.002130529,0.001065264,-0.004261058,0.244207324,-0.004788379,9.8066,3968.8,1719785814,-2.042229322,-1.932813742,0.136708944,0.013648927,0.002357389,0.72593932,0.687619264
1719785815,852290349,0,0.001065264,-0.004261058,0.239418945,-0.009576758,9.801811621,3969,1719785814,-2.042229765,-1.932810749,0.136711162,0.013647073,0.002363317,0.725939236,0.68761937
1719785815,854834906,0.002130529,0.003195793,-0.004261058,0.234630566,-0.009576758,9.8066,3969.2,1719785814,-2.042230181,-1.93280804,0.136716376,0.013650013,0.0023528,0.725936589,0.687622142
1719785815,857299368,0.002130529,0.003195793,-0.003195793,0.234630566,-0.004788379,9.811388379,3969.4,1719785814,-2.042230596,-1.932805331,0.136721589,0.013652953,0.002342284,0.725933942,0.687624913
1719785815,857326216,0.001065264,0.002130529,-0.003195793,0.234630566,-0.004788379,9.811388379,3969.6,1719785814,-2.042231012,-1.932802621,0.136726803,0.013655894,0.002331767,0.725931296,0.687627685
1719785815,859832438,0.001065264,0.001065264,-0.001065264,0.239418945,-0.004788379,9.811388379,3969.8,1719785814,-2.042231427,-1.932799912,0.136732016,0.013658834,0.002321251,0.725928649,0.687630456
1719785815,862266981,0,0.001065264,-0.005326322,0.234630566,-0.004788379,9.811388379,3970,1719785814,-2.042231843,-1.932797203,0.13673723,0.013661774,0.002310734,0.725926002,0.687633228
1719785815,867294784,0,0.001065264,-0.003195793,0.229842188,-0.004788379,9.801811621,3970.2,1719785814,-2.04223247,-1.932800385,0.136736739,0.013666155,0.00231452,0.72592652,0.687632581
1719785815,867327135,0.001065264,0.001065264,-0.003195793,0.229842188,-0.004788379,9.801811621,3970.4,1719785814,-2.042233097,-1.932803568,0.136736248,0.013670536,0.002318306,0.725927039,0.687631934
1719785815,872333755,0.002130529,0.002130529,-0.001065264,0.229842188,-0.004788379,9.8066,3970.6,1719785814,-2.042233725,-1.93280675,0.136735757,0.013674916,0.002322092,0.725927557,0.687631286
1719785815,874819177,0.001065264,0.001065264,-0.001065264,0.234630566,-0.004788379,9.8066,3970.8,1719785814,-2.042234352,-1.932809933,0.136735266,0.013679297,0.002325878,0.725928076,0.687630639
