Time,header.stamp.secs,header.stamp.nsecs,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1719786225,1719786224,989425056,0,-0.004261058,0,0.225053809,0,9.830541895,1719786225,2068,1719786225,164413000,world,-2.074299489,-1.915832598,0.13655987,0.013174545,-0.010114022,-0.004696427,0.99985103
1719786225,1719786224,996965372,-0.001065264,-0.001065264,-0.002130529,0.215477051,0,9.820965137,1719786225,2069,1719786225,175363000,world,-2.074295554,-1.915830164,0.136562449,0.013160657,-0.010138579,-0.004705073,0.999850923
1719786225,1719786225,4417048,-0.001065264,0,-0.001065264,0.22026543,0.004788379,9.816176758,1719786225,2070,1719786225,184434000,world,-2.074284984,-1.915816272,0.13656944,0.013148169,-0.010091919,-0.004704252,0.999851563
1719786225,1719786225,11978741,0.001065264,0,-0.002130529,0.225053809,0.004788379,9.816176758,1719786225,2071,1719786225,194953000,world,-2.074276043,-1.915792198,0.136575045,0.013148713,-0.010071697,-0.004703391,0.999851764
1719786225,1719786225,19399252,0,-0.002130529,-0.001065264,0.229842188,0,9.816176758,1719786225,2072,1719786225,208850000,world,-2.074276663,-1.915789033,0.136592459,0.013146573,-0.01008691,-0.004713409,0.999851592
1719786225,1719786225,26957266,0.001065264,-0.003195793,-0.001065264,0.234630566,0,9.816176758,1719786225,2073,1719786225,218729000,world,-2.074287775,-1.915813468,0.136584406,0.013154601,-0.010085155,-0.004686927,0.999851628
1719786225,1719786225,34423088,-0.001065264,-0.002130529,0.001065264,0.225053809,0.004788379,9.8066,1719786225,2074,1719786225,226111000,world,-2.074287644,-1.915808106,0.136561227,0.013146614,-0.010096239,-0.004705971,0.999851532
1719786225,1719786225,41960653,0,0.001065264,-0.001065264,0.229842188,0.004788379,9.8066,1719786225,2075,1719786225,234734000,world,-2.074263623,-1.915792182,0.136583244,0.0131674,-0.010063856,-0.004677965,0.999851717
1719786225,1719786225,49403179,-0.001065264,-0.001065264,0,0.215477051,0.009576758,9.811388379,1719786225,2076,1719786225,244846000,world,-2.074281969,-1.915795601,0.136597427,0.013158324,-0.010074491,-0.004720119,0.999851531
1719786225,1719786225,56958025,-0.002130529,-0.002130529,-0.001065264,0.225053809,0.004788379,9.801811621,1719786225,2077,1719786225,254463000,world,-2.074275792,-1.915793616,0.136581521,0.01315246,-0.01005398,-0.004727021,0.999851782
1719786225,1719786225,64416103,0,-0.001065264,-0.002130529,0.239418945,0.009576758,9.801811621,1719786225,2078,1719786225,263911000,world,-2.074270886,-1.915797079,0.13656739,0.0131416,-0.010087884,-0.0046955,0.999851732
1719786225,1719786225,71949925,-0.002130529,-0.001065264,-0.003195793,0.22026543,0,9.816176758,1719786225,2079,1719786225,276247000,world,-2.074268436,-1.915808759,0.136562003,0.013138601,-0.010100957,-0.004704099,0.999851599
1719786225,1719786225,79423843,0.001065264,-0.001065264,0,0.215477051,0,9.816176758,1719786225,2080,1719786225,284370000,world,-2.074261946,-1.915790259,0.136558852,0.013149865,-0.010088146,-0.004697502,0.999851611
1719786225,1719786225,86962625,-0.002130529,-0.002130529,-0.002130529,0.225053809,0.009576758,9.811388379,1719786225,2081,1719786225,294678000,world,-2.074264511,-1.915765934,0.136553991,0.013139254,-0.010055129,-0.004709957,0.999852024
1719786225,1719786225,94434943,0.001065264,0,0,0.225053809,0.009576758,9.811388379,1719786225,2082,1719786225,304969000,world,-2.074266482,-1.915765688,0.136572558,0.013113826,-0.010043251,-0.00470115,0.999852519
1719786225,1719786225,101976668,0.001065264,-0.001065264,-0.002130529,0.225053809,0.009576758,9.825753516,1719786225,2083,1719786225,314167000,world,-2.0742544,-1.915758459,0.136579801,0.01311439,-0.010075083,-0.004729593,0.999852057
1719786225,1719786225,109387867,-0.003195793,-0.003195793,-0.003195793,0.22026543,0.014365137,9.825753516,1719786225,2084,1719786225,325588000,world,-2.074260938,-1.91577616,0.136552526,0.013105605,-0.010108544,-0.004699017,0.999851979
1719786225,1719786225,117018456,-0.001065264,-0.001065264,-0.001065264,0.225053809,0.009576758,9.825753516,1719786225,2085,1719786225,334407000,world,-2.074259737,-1.915795807,0.136552212,0.01311054,-0.010145794,-0.004705403,0.999851507
1719786225,1719786225,124400950,0,-0.003195793,0.001065264,0.225053809,0.004788379,9.820965137,1719786225,2086,1719786225,344222000,world,-2.074263954,-1.915765047,0.136562009,0.013123023,-0.010107736,-0.004698639,0.99985176
1719786225,1719786225,131963284,0.001065264,-0.002130529,-0.002130529,0.225053809,0.004788379,9.820965137,1719786225,2087,1719786225,354782000,world,-2.074256889,-1.915712822,0.136556532,0.013115747,-0.010084916,-0.004709992,0.999852033
1719786225,1719786225,139415698,0,-0.002130529,0,0.225053809,0,9.816176758,1719786225,2088,1719786225,363988000,world,-2.0742608,-1.915721544,0.136580075,0.013140714,-0.010093596,-0.004698268,0.999851673
1719786225,1719786225,146971440,-0.002130529,-0.001065264,-0.001065264,0.229842188,0.004788379,9.820965137,1719786225,2089,1719786225,376083000,world,-2.074261702,-1.915722238,0.136592324,0.01310866,-0.010108557,-0.004703981,0.999851915
1719786225,1719786225,154408910,-0.002130529,-0.004261058,-0.001065264,0.22026543,0,9.816176758,1719786225,2090,1719786225,384735000,world,-2.074256971,-1.915727157,0.136574453,0.013136962,-0.010126919,-0.004684675,0.999851449
1719786225,1719786225,161955275,-0.001065264,0,-0.002130529,0.215477051,0.004788379,9.816176758,1719786225,2091,1719786225,394148000,world,-2.074261693,-1.915731211,0.136563591,0.013124097,-0.010134444,-0.004684958,0.99985154
1719786225,1719786225,169382890,-0.002130529,-0.001065264,-0.001065264,0.22026543,0,9.8066,1719786225,2092,1719786225,404662000,world,-2.074252352,-1.915729104,0.136593581,0.013110068,-0.010159152,-0.004695747,0.999851423
1719786225,1719786225,176965351,0.001065264,-0.001065264,-0.002130529,0.225053809,0.004788379,9.8066,1719786225,2093,1719786225,414307000,world,-2.074268564,-1.915735956,0.136601901,0.013148483,-0.010088559,-0.00468626,0.999851678
1719786225,1719786225,184382245,-0.001065264,0,-0.002130529,0.229842188,0.004788379,9.801811621,1719786225,2094,1719786225,424994000,world,-2.07427102,-1.915742501,0.136591224,0.013138189,-0.01008379,-0.004691187,0.999851838
1719786225,1719786225,191963203,0,0,-0.003195793,0.234630566,0.004788379,9.811388379,1719786225,2095,1719786225,435234000,world,-2.074275885,-1.915765807,0.136595711,0.013137014,-0.010091908,-0.004698662,0.999851736
1719786225,1719786225,199386305,0.002130529,-0.002130529,-0.001065264,0.229842188,0.009576758,9.820965137,1719786225,2096,1719786225,444083000,world,-2.074275704,-1.915763546,0.136586888,0.013151641,-0.010109378,-0.004683294,0.99985144
1719786225,1719786225,206913311,-0.002130529,-0.001065264,0.001065264,0.239418945,0.004788379,9.820965137,1719786225,2097,1719786225,454101000,world,-2.074265506,-1.915762784,0.13658172,0.013128828,-0.010145085,-0.004694921,0.999851323
1719786225,1719786225,214384093,0.001065264,-0.002130529,-0.002130529,0.229842188,0.004788379,9.8066,1719786225,2098,1719786225,468776000,world,-2.07426844,-1.915751853,0.13660684,0.013163796,-0.010089799,-0.004721725,0.999851297
1719786225,1719786225,221911291,0.001065264,0,-0.001065264,0.229842188,0.019153516,9.811388379,1719786225,2099,1719786225,478659000,world,-2.074271197,-1.91575376,0.136604947,0.013139349,-0.010087821,-0.004695626,0.999851761
1719786225,1719786225,229364025,0,-0.001065264,-0.001065264,0.234630566,0.009576758,9.820965137,1719786225,2100,1719786225,486610000,world,-2.074268848,-1.915760384,0.136578214,0.01313815,-0.010105748,-0.004704269,0.999851555
1719786225,1719786225,236900567,0,-0.001065264,0,0.229842188,0.004788379,9.820965137,1719786225,2101,1719786225,494908000,world,-2.074268463,-1.915779785,0.13657518,0.013161982,-0.010082428,-0.004684248,0.999851571
1719786225,1719786225,244379765,0,-0.002130529,0,0.225053809,0.009576758,9.816176758,1719786225,2102,1719786225,504339000,world,-2.074268781,-1.915787147,0.136578865,0.013204378,-0.01012498,-0.004688652,0.999850562
1719786225,1719786225,251885650,0.001065264,-0.001065264,0,0.215477051,0.004788379,9.830541895,1719786225,2103,1719786225,515422000,world,-2.074269053,-1.915765945,0.136583781,0.01319252,-0.010124721,-0.004687154,0.999850728
1719786225,1719786225,259367312,0.001065264,-0.001065264,-0.001065264,0.215477051,0.009576758,9.835330273,1719786225,2104,1719786225,524839000,world,-2.074273361,-1.915749695,0.136594598,0.013135363,-0.010114476,-0.004719837,0.99985143
1719786225,1719786225,266913102,-0.002130529,0,-0.003195793,0.215477051,0.014365137,9.830541895,1719786226,2105,1719786225,538171000,world,-2.074278328,-1.915776461,0.136606819,0.013135987,-0.010096463,-0.004685858,0.999851764
1719786225,1719786225,274373324,-0.002130529,-0.003195793,0,0.215477051,0.014365137,9.830541895,1719786226,2106,1719786225,548867000,world,-2.074274711,-1.915797281,0.136584861,0.013148939,-0.010122282,-0.00470839,0.999851227
1719786225,1719786225,281875882,-0.002130529,-0.002130529,0,0.22026543,0.009576758,9.835330273,1719786226,2107,1719786225,556226000,world,-2.074278132,-1.915804529,0.136563483,0.013143145,-0.010153278,-0.004694261,0.999851055
1719786225,1719786225,289367912,0.001065264,0,-0.003195793,0.22026543,0.009576758,9.830541895,1719786226,2108,1719786225,565340000,world,-2.074276429,-1.915781168,0.136571359,0.013150925,-0.0101342,-0.004702468,0.999851108
1719786225,1719786225,296946021,-0.002130529,0.001065264,-0.002130529,0.225053809,0.009576758,9.811388379,1719786226,2109,1719786225,574892000,world,-2.0742772,-1.91576991,0.136603112,0.013144956,-0.010084991,-0.004697568,0.999851707
1719786225,1719786225,304398852,0.002130529,-0.001065264,-0.002130529,0.239418945,0.009576758,9.811388379,1719786226,2110,1719786225,584620000,world,-2.074275513,-1.915762442,0.136587209,0.013167956,-0.010077799,-0.004712988,0.999851404
1719786225,1719786225,311880738,0,0,0.001065264,0.239418945,0,9.8066,1719786226,2111,1719786225,594828000,world,-2.074271963,-1.915777101,0.136562136,0.013126756,-0.010147066,-0.004712323,0.999851249
1719786225,1719786225,319362911,0,-0.003195793,-0.001065264,0.229842188,0,9.811388379,1719786226,2112,1719786225,604736000,world,-2.074276757,-1.915805204,0.136587794,0.01314667,-0.01011677,-0.004657864,0.999851549
1719786225,1719786225,326873757,0.001065264,-0.001065264,-0.005326322,0.239418945,0.004788379,9.8066,1719786226,2113,1719786225,613928000,world,-2.074284571,-1.915783514,0.13660097,0.013133582,-0.010147708,-0.004680521,0.999851302
1719786225,1719786225,334372635,-0.001065264,0.002130529,-0.002130529,0.234630566,0,9.797023242,1719786226,2114,1719786225,624936000,world,-2.074276764,-1.915753054,0.136618139,0.013147238,-0.010113805,-0.004681952,0.999851459
1719786225,1719786225,341901945,0.001065264,0,-0.001065264,0.239418945,0.009576758,9.811388379,1719786226,2115,1719786225,634583000,world,-2.074276213,-1.915746485,0.136631024,0.013138977,-0.010101482,-0.004717955,0.999851523
1719786225,1719786225,349342679,-0.001065264,-0.001065264,-0.002130529,0.253784082,0.014365137,9.811388379,1719786226,2116,1719786225,645467000,world,-2.074285878,-1.915773716,0.136610526,0.013147655,-0.010131233,-0.004710977,0.999851141
1719786225,1719786225,356998388,-0.001065264,-0.001065264,0,0.248995703,0.004788379,9.830541895,1719786226,2117,1719786225,654898000,world,-2.074281916,-1.915794309,0.136591251,0.013156399,-0.010129369,-0.004725163,0.999850978
1719786225,1719786225,364393715,-0.003195793,-0.001065264,-0.002130529,0.244207324,0,9.835330273,1719786226,2118,1719786225,664068000,world,-2.07427068,-1.915787938,0.136608637,0.013153644,-0.010117473,-0.004693875,0.999851282
1719786225,1719786225,371856177,-0.002130529,-0.002130529,-0.003195793,0.244207324,0.004788379,9.825753516,1719786226,2119,1719786225,676452000,world,-2.074276165,-1.915764048,0.136623219,0.013139251,-0.010128314,-0.004702896,0.999851319
1719786225,1719786225,379366415,0,-0.001065264,-0.003195793,0.239418945,0.004788379,9.830541895,1719786226,2120,1719786225,684322000,world,-2.074277392,-1.915750299,0.136638997,0.013146131,-0.010079779,-0.004705421,0.999851707
1719786225,1719786225,386866540,0.001065264,-0.001065264,-0.001065264,0.22026543,0.004788379,9.825753516,1719786226,2121,1719786225,694145000,world,-2.074289436,-1.915764865,0.136631454,0.013131301,-0.010081238,-0.004702376,0.999851902
1719786225,1719786225,394360650,0,-0.002130529,0.002130529,0.225053809,0.009576758,9.816176758,1719786226,2122,1719786225,706051000,world,-2.074282975,-1.915777888,0.136617555,0.013157513,-0.010135822,-0.004708059,0.999850978
1719786225,1719786225,404356189,-0.001065264,-0.001065264,-0.001065264,0.215477051,0.004788379,9.820965137,1719786226,2123,1719786225,714311000,world,-2.074281242,-1.915778503,0.136609713,0.013148293,-0.010131691,-0.004678756,0.999851279
1719786225,1719786225,409343270,0,-0.001065264,0,0.225053809,0.004788379,9.820965137,1719786226,2124,1719786225,726338000,world,-2.074277351,-1.915772939,0.136600187,0.013124232,-0.010154992,-0.004692479,0.999851295
1719786225,1719786225,416891876,0,0,-0.003195793,0.215477051,0.009576758,9.811388379,1719786226,2125,1719786225,734671000,world,-2.074283445,-1.915757345,0.136624698,0.013143469,-0.010136981,-0.004701873,0.999851181
1719786225,1719786225,424368834,0,-0.001065264,0,0.234630566,0.004788379,9.801811621,1719786226,2126,1719786225,744207000,world,-2.074281566,-1.915757816,0.136628588,0.013141795,-0.010104856,-0.004699927,0.999851537
1719786225,1719786225,431865440,0.002130529,-0.001065264,0,0.229842188,-0.004788379,9.811388379,1719786226,2127,1719786225,755479000,world,-2.074282943,-1.915769437,0.136617442,0.013123633,-0.010109208,-0.004698445,0.999851738
