Time,x_true,y_true,z_true,x_pred,y_pred,z_pred
1719786258.696509,-2.020736789663901,1.971069857313961,1.2122910599261187,-1.9206146164338251,-2.0215301563709684,2.846767467015248
1719786258.7064185,-2.020731260903164,1.971096183712289,1.212249726265157,-1.9180022028383399,-2.022971672863153,2.89270963214319
1719786258.7165432,-2.020729676388444,1.9711159508879053,1.2122085967779102,-1.9153702095893228,-2.024402523304724,2.939176989455383
1719786258.726168,-2.020731666741065,1.9710953314031143,1.212169000493991,-1.9127224631994841,-2.0258266028608802,2.9861618014927545
1719786258.7363734,-2.0207284685376417,1.9710832014317856,1.2121185150993978,-1.9100753834811681,-2.027238263631248,3.0336487069616958
1719786258.7463036,-2.020722914622571,1.9710762594779967,1.212107853510288,-1.9074511579158815,-2.0286135897630264,3.0816412616285183
1719786258.7561913,-2.020695698626538,1.9710982517962232,1.2120525572386602,-1.9048538853248318,-2.0299337867407714,3.130120581150626
1719786258.766338,-2.0206832539534045,1.971101159523392,1.2120143735918645,-1.9022829981026612,-2.0312053844755242,3.179067191380177
1719786258.7763753,-2.0206558795130127,1.9711193076287823,1.211988024875892,-1.8997195065842523,-2.0324297684604122,3.228480086325627
1719786258.786498,-2.0206322564664263,1.971122602478328,1.2119668377152513,-1.8971790998239348,-2.033634809881145,3.2783635515742207
1719786258.7963269,-2.020595025281399,1.9711207225606933,1.2119597162836817,-1.8946538614401058,-2.0348204255251736,3.3287197560745176
1719786258.8063283,-2.020564237384944,1.9711477121314136,1.2119645353888702,-1.892155765087534,-2.0359719521263258,3.3795360314353826
1719786258.8162222,-2.020518246761921,1.9711500307647656,1.2119423640461366,-1.8896777670610168,-2.037086862804058,3.430811577877032
1719786258.826257,-2.020458080367775,1.9711532289568512,1.2119241240869478,-1.8872366700371637,-2.0381601047772793,3.4825441820570293
1719786258.8363562,-2.0204147927024736,1.971145128013205,1.211914671939229,-1.8848311904809383,-2.039190841719819,3.5347207514703487
1719786258.8466384,-2.0204089643631176,1.9711737181284137,1.211950351233411,-1.882452680432192,-2.04018466217681,3.587351542097316
1719786258.8562465,-2.0203917496388533,1.971215799887083,1.2119601274221148,-1.8800961211402782,-2.0411341458617387,3.640416386277798
1719786258.866243,-2.020375510448149,1.9712078051318112,1.2119453410065264,-1.8777960011364276,-2.042028761641275,3.6939129716371073
1719786258.8762918,-2.0203421413568505,1.9711862639376487,1.2119237525962907,-1.8755307222957966,-2.0428798781114734,3.7478248708811126
1719786258.8863494,-2.020318627122164,1.9711691608904505,1.2119230499553562,-1.873288661260083,-2.0437038422026803,3.8021622461939644
1719786258.8964846,-2.020276435846218,1.9711420102661472,1.2119099452243125,-1.8710605674238328,-2.044506692362062,3.8569111193696655
1719786258.906371,-2.0202516846702894,1.9711709156888404,1.2119185976666669,-1.8688415890511747,-2.04528050262921,3.9120765096586783
1719786258.916556,-2.0202333163165505,1.971218615379116,1.2119400469706156,-1.8666273378018763,-2.0460162290512502,3.9676437104811466
1719786258.926729,-2.0202070232103577,1.97124530148968,1.2119294206602922,-1.8644383713188122,-2.046705761018744,4.02361200958384
1719786258.9365764,-2.020185001433569,1.971230990261956,1.211919850532316,-1.862285244276685,-2.0473174953450055,4.079972409255478
1719786258.9467528,-2.0201627581691013,1.9712192758275144,1.2119600543587246,-1.8601696913718482,-2.0478679289757578,4.136724529096816
1719786258.9562614,-2.0201454816047257,1.9712160498486149,1.2119434330577097,-1.8580806031678794,-2.0483818825297924,4.193873225956887
1719786258.96656,-2.0201245628592788,1.97122048059978,1.211936155184602,-1.8560197259294682,-2.0488710539593864,4.251412993996146
1719786258.976405,-2.020100995582523,1.9712505615049585,1.2119131777058223,-1.8539787756308672,-2.049334013044687,4.309331750348392
1719786258.9862902,-2.020082604258763,1.9712659396172147,1.2118897049046673,-1.8519664999264203,-2.049750155194029,4.367629608603163
1719786258.9972007,-2.0200675272510544,1.9712706203369668,1.2118661748839816,-1.8499791163548456,-2.0501233951837436,4.426300868620024
1719786259.0062628,-2.0200808070354697,1.9712769815653093,1.2118277977697691,-1.8480358271600463,-2.0504828711026795,4.485337293529472
1719786259.016327,-2.02007499067636,1.9712799467244573,1.211803693983362,-1.8461120422389072,-2.0508324135750073,4.544737373414025
1719786259.0266442,-2.020061377967364,1.971250950160199,1.2117360678465334,-1.8441944846327467,-2.0511768513796835,4.604503997834318
1719786259.0363958,-2.0200223598290723,1.971255987889473,1.2116858519784794,-1.8422809220915484,-2.051508073970665,4.664631478050172
1719786259.0466871,-2.0199788702657786,1.9712712996234885,1.2116704352447083,-1.8403585557519508,-2.0518141497611,4.72510185222196
1719786259.0564172,-2.019943625036388,1.9712939007099208,1.2116318323265851,-1.8384220680149195,-2.052114766421898,4.785925576810623
1719786259.066382,-2.0199134550622486,1.971308934346943,1.211573718543091,-1.8364873399612396,-2.0524229771884124,4.847101507015442
1719786259.0763009,-2.0198933189523047,1.9713180619131012,1.21155104785823,-1.8345106811271248,-2.0527550842707436,4.908630295828353
1719786259.0861812,-2.0198846621013478,1.971356021615815,1.2115165746761385,-1.8324735244369528,-2.053109255951679,4.97050201802612
1719786259.096236,-2.0198667894210818,1.9713209817332056,1.2114766060682505,-1.8304144358357186,-2.053485474973474,5.032718455227062
1719786259.1067696,-2.0198321386060933,1.971301353469204,1.211449233190426,-1.8283281244563239,-2.0538788483698136,5.095277580657643
1719786259.1163082,-2.019812320512685,1.9713302686705825,1.2114460381006045,-1.8262065353378942,-2.0542888122943443,5.1581681455351225
1719786259.116467,-2.019797889780368,1.971344836064015,1.2114215011414462,-1.8240531443512171,-2.054716986213249,5.221379964681367
1719786259.1362104,-2.0197787789533743,1.971369279804992,1.2114024756179502,-1.821876733026523,-2.055168924051042,5.284921089817765
1719786259.1468794,-2.0197639239711904,1.9713694661789445,1.2114215225074034,-1.8196677402078123,-2.055646120596578,5.3487961821792815
1719786259.1562514,-2.019758770877789,1.9713647995532295,1.211479584211513,-1.8173974445902055,-2.056206005907712,5.412997841211298
1719786259.166814,-2.0197563576555657,1.9713448772197015,1.211525629561085,-1.815076007064569,-2.0568181549108275,5.477531041765418
1719786259.1768298,-2.019761349862733,1.971374209846288,1.2116125264729736,-1.812721647792391,-2.0574710786045185,5.5424007379717315
1719786259.186483,-2.0197610084082585,1.971385022816288,1.2116932020624007,-1.8103244526913642,-2.0581607042895813,5.60759845676667
1719786259.1963272,-2.0197287988584263,1.9713947942479315,1.2117655842175388,-1.8078976468305445,-2.058851056433608,5.67312669006499
1719786259.2065258,-2.019696109654692,1.97137150219431,1.211830314018706,-1.8054752142414237,-2.059519030256367,5.738976771176507
1719786259.216496,-2.0196891860647086,1.9714044653368836,1.2119483310037251,-1.8030684038811988,-2.0601630151055845,5.805144054165912
1719786259.2266495,-2.0196932507957057,1.971444825880197,1.212049252874144,-1.8006570653761447,-2.0607674149407855,5.871625133202948
1719786259.2362742,-2.019706449914081,1.9714691662742727,1.212181925128416,-1.798239149483991,-2.061326386795271,5.938421851873224
1719786259.2463963,-2.0197204323699336,1.9714630893309912,1.212320882977597,-1.7958395669139509,-2.0618470773635362,6.005522745511816
1719786259.2563014,-2.0197187339405214,1.971456655747256,1.2124406565711896,-1.7934709870492864,-2.0623311806637155,6.072916706687207
1719786259.2668717,-2.0196928850111737,1.971443128774972,1.212567305007872,-1.7911339677180067,-2.0627589573472713,6.140593316167151
1719786259.2767406,-2.0196656375608217,1.9714655931467608,1.21271580766225,-1.7888250500472471,-2.0631244522150936,6.2085538784750876
1719786259.286478,-2.01966233921375,1.9715011638831648,1.2129058145392293,-1.7865540566759917,-2.0634416381515734,6.276798883542146
1719786259.2963214,-2.01964237167968,1.9714688334072228,1.2130557741621415,-1.7843176336336526,-2.0637099559131404,6.345329991214628
1719786259.306185,-2.0196473982356125,1.971494569332256,1.21320799607679,-1.7821080241881364,-2.0639384429685674,6.414150755092626
1719786259.316399,-2.0196495198562547,1.9715230135064168,1.213389856864154,-1.7799231281377224,-2.064127411854614,6.483257924394363
1719786259.326187,-2.019666856307817,1.971543788370212,1.2135624120874051,-1.777756657956849,-2.064283376365328,6.552639636658917
1719786259.336438,-2.019666569633349,1.9715198775146567,1.2137126333589476,-1.7756016562650108,-2.0644162985921,6.622293391397877
1719786259.346743,-2.0196622101754467,1.9715073599129624,1.2138992177697092,-1.7734540711190891,-2.064524381023217,6.6922079346094945
1719786259.3563817,-2.0196497687481165,1.9715166685073573,1.2140771189978603,-1.7713134713513197,-2.064616360397076,6.762378533030416
1719786259.3662682,-2.019648875908276,1.9715393696779628,1.214258405484928,-1.7691657812318777,-2.064718510974964,6.8328098804709425
1719786259.3765414,-2.0196282838605306,1.971539636735512,1.214448054117485,-1.7670111320395276,-2.0648376542379037,6.903503524411739
1719786259.3866022,-2.0196343267358348,1.9715261128791983,1.2146192136026666,-1.7648518694562638,-2.0649402279775773,6.974444962454137
1719786259.3962543,-2.01965437468312,1.971536148286836,1.2147644556379722,-1.762669697210323,-2.065028944436567,7.0456252062909615
1719786259.4066656,-2.019664077966786,1.9715490593647704,1.2149198994487826,-1.7604756945040496,-2.065108611024361,7.1170495728979395
1719786259.416229,-2.0196571325554653,1.9715705880678205,1.2151559014708844,-1.7582821131308106,-2.0651806970706703,7.1887240324305415
1719786259.4263127,-2.0196481649853872,1.9715710504277024,1.2154112518722464,-1.7560973946256073,-2.0652467734153745,7.2606498749282204
1719786259.4361863,-2.019616127366017,1.9715077907354643,1.2155959359970647,-1.7539230018356557,-2.0652819774626927,7.3328204145549325
1719786259.4462736,-2.0196065787049644,1.9715150971390487,1.2157860752941752,-1.7517511939255621,-2.0652684478995833,7.405233442955503
1719786259.456311,-2.019612921670531,1.9715627395381048,1.2159902388237154,-1.7495744933756623,-2.065232743999565,7.4778894201862816
1719786259.4669738,-2.019626737519447,1.971582895668957,1.216201482885218,-1.7473922331759597,-2.065186265360865,7.550785812780627
1719786259.476513,-2.019626051264108,1.9715387767002703,1.216391269041159,-1.745210141917932,-2.0651288808121073,7.6239154704183925
1719786259.486374,-2.019633893431142,1.9715389280834896,1.216632013164724,-1.7430368348696148,-2.0650522219521297,7.697270950039493
1719786259.4967804,-2.019623932275819,1.9715188019956096,1.2168166213317106,-1.7408784260089136,-2.0649595404056433,7.77084145301902
1719786259.5067563,-2.0196125092579216,1.9715084219142316,1.2169854950189316,-1.7387306434007095,-2.064836495610844,7.844631110194505
1719786259.5164328,-2.0196193767441306,1.9715238002445616,1.2171641385762908,-1.7365827691246523,-2.0646611337866076,7.918640462360077
1719786259.5262928,-2.01962172392823,1.9715043127168823,1.2173287815243563,-1.7344609991024504,-2.0644401310499045,7.992861116208124
1719786259.5370924,-2.019608203919474,1.9714669975658403,1.2174657208705086,-1.732371864822428,-2.064175028342317,8.067278258286379
1719786259.5463796,-2.0196132724580367,1.9714683961068893,1.2176374010645388,-1.730321143310564,-2.063871785671232,8.141901041618203
1719786259.5561786,-2.019631793859959,1.971502997501413,1.217832284701877,-1.728295889255327,-2.0635356827654388,8.216736664698917
1719786259.566468,-2.0196160440554523,1.971492208995806,1.2179884246496726,-1.7262795341570258,-2.0631943253523315,8.291784005496064
1719786259.576511,-2.019593390937051,1.971418769507288,1.2180967175300927,-1.7242548823969774,-2.062849202420586,8.36704310820295
1719786259.586914,-2.019571536197402,1.9714140929404675,1.2182673893429743,-1.722221635990897,-2.0624891861624786,8.442508640915214
1719786259.5962656,-2.019559769242065,1.9714133367608175,1.2184002327063184,-1.7201632976184211,-2.0621408563029195,8.518171131993029
1719786259.6067162,-2.0195314380327622,1.9714280290006243,1.2185284134361878,-1.7180797594443011,-2.0618177477403177,8.594037634332995
1719786259.616805,-2.019516972964104,1.9714506988877365,1.2187032644504037,-1.7159751647629298,-2.061529041200663,8.670102090456169
1719786259.6263626,-2.0195180738344694,1.971462121430476,1.218813622056924,-1.7138340300594377,-2.061275335989461,8.746365508988875
1719786259.6362574,-2.019522739618797,1.9714427457013728,1.2188719795476788,-1.7116518417708695,-2.0610708183741395,8.822819167101576
1719786259.6467087,-2.019526495430949,1.971412114322252,1.2189735148332468,-1.7094331501558644,-2.0608975450453135,8.8994584067841
1719786259.6568704,-2.0195263515937514,1.97139485484582,1.2191060115685328,-1.707177487903358,-2.0606684922673195,8.976272293962092
1719786259.6662874,-2.019504769683606,1.971365419341667,1.2191890034560922,-1.704890707530354,-2.060412819766124,9.053268098264898
1719786259.6763394,-2.0194856562325763,1.971352430546785,1.219265310318231,-1.70258599693782,-2.060140700692397,9.130447300290532
1719786259.686406,-2.0194836665769964,1.971386829347904,1.2193831329075853,-1.7002723586088018,-2.059861423821665,9.207810070943374
1719786259.6962848,-2.0195031796086163,1.971393051003676,1.2194689599609083,-1.6979666480326214,-2.0595747652842373,9.285353837060788
1719786259.7068012,-2.019515539309652,1.971355062489955,1.2195085226318123,-1.6956638485565614,-2.0592665948675206,9.363071906663105
1719786259.7166977,-2.0195158969378912,1.971341167980603,1.2195700700861822,-1.6933698048939245,-2.058949301898346,9.44096787833451
1719786259.726584,-2.019515730168554,1.9713310090543987,1.219594462065029,-1.6910574147484436,-2.058591070312532,9.519035533310037
1719786259.736277,-2.019505288681844,1.9713480397708616,1.2196385428541217,-1.6887254847789115,-2.0581937100679433,9.597275525584784
1719786259.7465744,-2.019486113402209,1.9713361764142328,1.2196989115322134,-1.686377603685797,-2.0578089920167857,9.675691599191776
1719786259.7563949,-2.019471504112732,1.9713061786890849,1.2197670516741694,-1.6840189168114712,-2.057447515310099,9.75428889009399
1719786259.7662032,-2.019461946781945,1.9712776173663025,1.2197461760410822,-1.6816404149492554,-2.0571152887112016,9.833054350326226
1719786259.77622,-2.019435459802424,1.971261632384264,1.2197462614984491,-1.679240341549144,-2.0568153507475,9.911990586147944
1719786259.7862058,-2.0194131636210977,1.9712951922708333,1.2197806180746995,-1.6768278144289261,-2.0565424127288483,9.991084017132392
1719786259.7962277,-2.0194048856482665,1.9712953641544728,1.2198223575938878,-1.6744371120055357,-2.0563681821469197,10.070334649917527
1719786259.806488,-2.019387676770429,1.971265814509916,1.2198731911160174,-1.6720491288911898,-2.056237816119984,10.149756071924852
1719786259.8165596,-2.0193762679235983,1.971213218162027,1.2199474050717376,-1.669674304255207,-2.056119363487545,10.22934505348043
1719786259.8265724,-2.019355961817812,1.971204150062035,1.2199706372633912,-1.667309369994283,-2.055995428193596,10.309103566073512
1719786259.8362715,-2.019345334027607,1.9711757678998785,1.2199929839256445,-1.6649556400947263,-2.0558559408190873,10.389023145163563
1719786259.8464584,-2.01932968051039,1.9711728752618844,1.219999922099111,-1.662622988688669,-2.0557014557853646,10.469103940089747
1719786259.8564432,-2.0193243177620537,1.97116103745272,1.220041879525199,-1.660316648818362,-2.055522319221427,10.549336964220988
1719786259.8662016,-2.019320714409718,1.9711550148803167,1.220071568853914,-1.658070491929402,-2.055308061889727,10.629717870743283
1719786259.8764713,-2.019303250926739,1.9711368687693092,1.2201313930877833,-1.6558813446815985,-2.055076044132057,10.710250662519403
1719786259.8864207,-2.019297315957369,1.9711350621128751,1.2201595580656142,-1.6537135865821588,-2.054823364964892,10.79094112047948
1719786259.896315,-2.0192933790328587,1.97110923295412,1.2201683499228753,-1.6515686064092654,-2.0545678560853426,10.871796111840629
1719786259.9062798,-2.019268155189633,1.971085978689593,1.2202164590073712,-1.649436128389359,-2.0543074771998198,10.952809743866089
1719786259.916665,-2.019234103738803,1.971072124078102,1.220314575929765,-1.6473048541571012,-2.054025169589804,11.033983385923829
1719786259.9262075,-2.0191923363132847,1.9710734372913608,1.2203921965838158,-1.6451655682643225,-2.05373048606594,11.115317603361143
1719786259.9362755,-2.019159331702104,1.971055045027378,1.2204504043213926,-1.6430234112314133,-2.053456796278021,11.196807644204329
1719786259.9462466,-2.019148540462203,1.9710772277485864,1.2205210924317182,-1.6408943333174066,-2.0532087044234038,11.278455957871477
1719786259.9562888,-2.01913165195144,1.971071204938548,1.2206107969395994,-1.6387657264195254,-2.052974595318645,11.360262629642863
1719786259.966229,-2.019120724230685,1.9710373312028089,1.2207034494566231,-1.6366299060398837,-2.052743185206681,11.442223357162892
1719786259.976195,-2.0191111551581606,1.971004169198599,1.2208045403281351,-1.634483716160766,-2.0525023708687598,11.524342402320658
1719786259.9862175,-2.0190935262598098,1.9709815958666557,1.2209168293954602,-1.6323380788873125,-2.052265734804903,11.606606794422326
1719786259.9962823,-2.019061940619452,1.9709748678090349,1.2210282904615803,-1.6301958290707526,-2.052034200016727,11.689022305172914
1719786260.0061865,-2.019039726749602,1.9709796613068888,1.2211545597560045,-1.6280354223445097,-2.051866462683596,11.771586177339755
1719786260.0163314,-2.0190373075881074,1.9709823541767864,1.2212770968980808,-1.625852589769216,-2.051746060094582,11.854297865029398
1719786260.0262012,-2.019035737107553,1.970968369333871,1.22139805109641,-1.623634457528205,-2.0516592045373834,11.93715105239309
1719786260.0363452,-2.0190268762500057,1.9709470817990036,1.221489266354595,-1.6213713386944637,-2.051604409621873,12.020140089657401
1719786260.046196,-2.019011476765048,1.970950182966051,1.2215965918756446,-1.6190576957470941,-2.0515964276656438,12.103264165022125
1719786260.056219,-2.018998665118811,1.9709473264159656,1.221702971752242,-1.6167021032468143,-2.0516382886134723,12.186507350086089
1719786260.0669205,-2.0189692179864305,1.9709302859257145,1.2218052741531975,-1.6143081115666473,-2.051723274650675,12.269880640918064
1719786260.0763366,-2.018954624274534,1.970906703579402,1.2219308602094645,-1.611889255287309,-2.0518163540093464,12.353383666022381
1719786260.0866048,-2.0189282148666745,1.9709079375877565,1.222047556310804,-1.60944394786986,-2.051908623591472,12.43702078588992
1719786260.0962956,-2.018929712372457,1.9709045869050916,1.2221009036535198,-1.6069969298958477,-2.0519991571913767,12.52078026855002
1719786260.106589,-2.0189384061409967,1.9708998258563029,1.2221233118498696,-1.604539933886989,-2.0520889207185946,12.60465617453754
1719786260.1164086,-2.018937504176928,1.9709348914332117,1.2221876345863547,-1.6020674054714934,-2.0521790242443476,12.688636336439131
1719786260.126543,-2.018937774479603,1.970927011826787,1.222239408995467,-1.5995837184801753,-2.0522902877526303,12.772713011255615
1719786260.1362453,-2.018902415956115,1.9708811311069203,1.22227471702655,-1.597080054636566,-2.052403346190567,12.85688129828832
1719786260.1468472,-2.0188754084949605,1.97085773262248,1.222301691508462,-1.5945802103634863,-2.0525117909462227,12.941152155346524
1719786260.1566615,-2.0188393710997,1.9708432765812784,1.222348717740538,-1.5921202902230243,-2.052589943430851,13.025538812173611
1719786260.1662047,-2.0188100830478684,1.970850610827794,1.2223385231774804,-1.5896818007786153,-2.052646859805572,13.110035929132973
1719786260.1776462,-2.018796643118862,1.9708479871541436,1.2223532411700295,-1.5872548990319537,-2.052688083077949,13.19464102232974
1719786260.1864777,-2.01878829214893,1.970853082154081,1.222397524858356,-1.584828707414859,-2.0527164445337776,13.279355059646157
1719786260.1969378,-2.0187910257905246,1.970836705994006,1.2224080780460562,-1.5824088940310164,-2.0527334933502877,13.36417433424876
1719786260.2069848,-2.0187580274841284,1.9707865920892205,1.2224061970100075,-1.5799913098962781,-2.0527466187738153,13.449103518988476
1719786260.2263074,-2.0187263158698987,1.9707896201631792,1.2224113774694103,-1.5775732304687207,-2.0527565119655096,13.534154797486899
1719786260.2267306,-2.0187031790651075,1.9707758788809384,1.2223599560342615,-1.5751091007594418,-2.052774585963604,13.61930612139479
1719786260.2365751,-2.018666243891544,1.9707620334840577,1.2223150338429545,-1.5726253022784942,-2.052803192507657,13.704558105091124
1719786260.2477834,-2.0186474328338253,1.970751780643229,1.222268474315669,-1.570139101647196,-2.0528332152961157,13.78991203570645
1719786260.2568915,-2.018639158458175,1.970757942699278,1.2222004788220333,-1.567656374663314,-2.052859113581864,13.87536436851964
