Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1719786224.7069616,2025,1719786224,734380000,world,-2.0742936475400513,-1.9158146114139818,0.13656384956193152,0.013134313716905469,-0.010145565542454446,-0.004657454295740524,0.9998514216734868
1719786224.7070184,2026,1719786224,744165000,world,-2.0742815283605847,-1.915787404951186,0.1366000494851467,0.013138043295498674,-0.010109476894840782,-0.004704344644743349,0.9998515186950221
1719786224.7268133,2027,1719786224,754362000,world,-2.0742828124705186,-1.9157558383758857,0.13659146264316455,0.013119636723959757,-0.010091055323461565,-0.004701388489690847,0.9998519603826155
1719786224.737479,2028,1719786224,764253000,world,-2.0742812953109704,-1.9157709268913468,0.1365749963601815,0.013143139847279236,-0.010091638046035203,-0.0047132792828195645,0.9998515898446655
1719786224.7463362,2029,1719786224,774953000,world,-2.0742829782236827,-1.9157958953360217,0.13656975034824104,0.013135791714397712,-0.010134591351907977,-0.004689740720235613,0.9998513626365385
1719786224.7471693,2030,1719786224,784310000,world,-2.0742776307195188,-1.9158073893297431,0.13656923224386489,0.013160506681736612,-0.01014736405835828,-0.004679651248620984,0.9998509553582166
1719786224.766628,2031,1719786224,794622000,world,-2.0742806201881727,-1.9157714709769313,0.13656500013221184,0.013156546954424446,-0.010141113445257754,-0.004705540877702566,0.9998509493796438
1719786224.7771626,2032,1719786224,808619000,world,-2.0742819724182544,-1.9157474718105163,0.13659016475695365,0.013153147256636959,-0.010092936775335383,-0.004714653866374236,0.9998514386564711
1719786224.7869737,2033,1719786224,817991000,world,-2.074280250944595,-1.915758238428977,0.13660740679761374,0.013142353730938366,-0.010080176967648674,-0.004711337627232163,0.9998517249414905
1719786224.7964296,2034,1719786224,825762000,world,-2.0742853791970837,-1.9157727440446246,0.13658625031576846,0.01314615426772358,-0.010104585042461887,-0.004700568133751712,0.9998514792949545
1719786224.8068702,2035,1719786224,834841000,world,-2.0742879105994767,-1.9157879582785335,0.13657059865572357,0.013173992433678845,-0.010121638277506884,-0.004715617585990449,0.9998508695364123
1719786224.8174517,2036,1719786224,845005000,world,-2.0742810859868634,-1.9157801955980842,0.13656912392147574,0.01315934720021074,-0.010155445296989482,-0.004694578595072978,0.9998508185944035
1719786224.8273783,2037,1719786224,854796000,world,-2.0742853023812886,-1.9157860507083564,0.13656935714852764,0.013174656324786352,-0.010103776114716585,-0.0046929526394607814,0.99985114808879
1719786224.8274088,2038,1719786224,863818000,world,-2.0742747762484406,-1.9157447628189401,0.13656824707927376,0.013136214971337223,-0.01008564581389017,-0.004707386726135213,0.9998517690712732
1719786224.846336,2039,1719786224,876409000,world,-2.0742682896168017,-1.9157403531576616,0.13657056334877196,0.01313166540324929,-0.010090600949933214,-0.004723703857742219,0.9998517018828698
1719786224.846634,2040,1719786224,884449000,world,-2.074275437509114,-1.9157638480791164,0.13655374080208882,0.01314540825786646,-0.010109981940966645,-0.0046964112856181135,0.9998514540810168
1719786224.866245,2041,1719786224,894860000,world,-2.074277077303992,-1.9157640604491442,0.1365629912362596,0.01314969824589331,-0.010130507442098343,-0.004713524792323772,0.9998511093853123
1719786224.876729,2042,1719786224,904900000,world,-2.074276015975616,-1.9157630425243768,0.13657988642547444,0.013142018425772225,-0.010142007073764043,-0.004712639107676457,0.9998510979525167
1719786224.8862507,2043,1719786224,914355000,world,-2.074276299936069,-1.9157500286610505,0.13658538681510005,0.013120264823941078,-0.01010262432151381,-0.004703980882562373,0.9998518231201186
1719786224.896219,2044,1719786224,925631000,world,-2.0742786196494514,-1.91573646190111,0.13658026422240227,0.013164031390330115,-0.010070613736199104,-0.0047211039328726835,0.9998514900694931
1719786224.907811,2045,1719786224,934484000,world,-2.074278543988353,-1.9157475881537969,0.13656165162211004,0.013148989569620718,-0.010067315181534591,-0.00470896188998389,0.9998517784733157
1719786224.9078531,2046,1719786224,944028000,world,-2.074282609151881,-1.9157791135921296,0.13655408285168003,0.013152406315122923,-0.01011797187877657,-0.00468309909060809,0.9998513436686924
1719786224.9262168,2047,1719786224,954505000,world,-2.074283592062156,-1.9157826046941473,0.13656450650392898,0.01312578471748954,-0.010135683223674854,-0.004683110548628583,0.9998515140643278
1719786224.9362297,2048,1719786224,964246000,world,-2.0742882969598297,-1.9157589976069336,0.1365720325829317,0.01315034919747206,-0.010090968219460258,-0.004687960399800866,0.9998516208436471
1719786224.9462197,2049,1719786224,975779000,world,-2.0742757280021302,-1.9157511984953666,0.13659720335315184,0.013117300775407733,-0.010063287393615984,-0.004727546885310315,0.9998521475536511
1719786224.95622,2050,1719786224,984927000,world,-2.074275220427999,-1.915766034908002,0.13659390944313207,0.013127576940083758,-0.010088697923928785,-0.004687734129673708,0.9998519440630255
1719786224.9663455,2051,1719786224,994866000,world,-2.074274608637426,-1.9157815542633712,0.13656879994966328,0.013109279013403457,-0.010143163971612744,-0.004692502126093323,0.9998516107164056
1719786224.9765964,2052,1719786225,4560000,world,-2.07428895366069,-1.91579054343019,0.13657153337906652,0.013103158880784681,-0.010141408509124324,-0.004690503573925515,0.9998517181247523
1719786224.9862285,2053,1719786225,14514000,world,-2.074283090841206,-1.9157727835180738,0.1365806409854724,0.013105810434467714,-0.010144683946436707,-0.0047122516748004445,0.9998515478833025
1719786224.9962854,2054,1719786225,25053000,world,-2.0742705935588583,-1.9157442350909408,0.13656071656276533,0.013112318089864966,-0.010076023414984914,-0.0046971012094842845,0.9998522281350773
1719786225.006235,2055,1719786225,35352000,world,-2.0742792499096265,-1.9157341285394103,0.1365609370432459,0.01311084644018561,-0.010097299694341881,-0.004721860613004194,0.9998519161740183
1719786225.0164676,2056,1719786225,44272000,world,-2.0742829961745444,-1.915764242046238,0.13657185136963232,0.013138340612380346,-0.01011172199002016,-0.00469001786397266,0.9998515593910856
1719786225.0262785,2057,1719786225,54109000,world,-2.0742918694484196,-1.9157778574275484,0.13655632157224104,0.013160824143735766,-0.01012269494113559,-0.004697050369569213,0.9998511196537273
1719786225.036288,2058,1719786225,64662000,world,-2.0742889743530983,-1.9157993014968482,0.13657220282174734,0.013142204989422463,-0.010125364653040524,-0.0046870258034315835,0.9998513845706155
1719786225.0462313,2059,1719786225,75173000,world,-2.074290170027381,-1.915791758207314,0.13657909395798407,0.013149680121393503,-0.010111963442240303,-0.004723244298130785,0.999851251472612
1719786225.0562022,2060,1719786225,84548000,world,-2.074290137750743,-1.9157753085310045,0.13656473840033506,0.013126581012041446,-0.010096175985469061,-0.004719861683539893,0.9998517305116259
1719786225.0662253,2061,1719786225,94277000,world,-2.074295673396061,-1.9157635544677931,0.13654814840531207,0.013118156098760957,-0.010074723405889573,-0.004697361333328002,0.9998521634348589
1719786225.076213,2062,1719786225,104395000,world,-2.0742925153959915,-1.9157958883149364,0.13657282771463589,0.01313751421194099,-0.01008076249539019,-0.004697694850066379,0.9998518468307884
1719786225.086339,2063,1719786225,115369000,world,-2.074295868436453,-1.9158200585219833,0.13657544929301463,0.013118913305476255,-0.010138903530064426,-0.004713306705330783,0.9998514297078306
1719786225.096248,2064,1719786225,128875000,world,-2.0742916499014443,-1.915797499029756,0.136565067660455,0.013160782451247126,-0.010081354736848906,-0.004703526693372202,0.9998515074392726
1719786225.1062193,2065,1719786225,137474000,world,-2.074295293765076,-1.9157832996230089,0.13657532409374198,0.013141782181888113,-0.010092164721571035,-0.0047031049061340546,0.9998516502844603
1719786225.1162548,2066,1719786225,145227000,world,-2.074290895534849,-1.9157892011185764,0.13657828264160166,0.013141634841058214,-0.01009050059532478,-0.004734289601469624,0.9998515218438233
1719786225.1267996,2067,1719786225,154475000,world,-2.074286353860054,-1.9157959668310276,0.13657147242288747,0.013132702034316605,-0.010089793478932298,-0.004713743091706262,0.9998517434254419
1719786225.1362097,2068,1719786225,164413000,world,-2.074299489274504,-1.9158325981172257,0.13655986999458708,0.013174545035247434,-0.010114021979076555,-0.004696426814829225,0.9998510296527648
1719786225.1467032,2069,1719786225,175363000,world,-2.0742955539225836,-1.9158301637739688,0.13656244876774004,0.01316065748251879,-0.010138579230530362,-0.004705073227412394,0.9998509231839209
1719786225.156972,2070,1719786225,184434000,world,-2.074284983517542,-1.9158162718544527,0.13656943994686516,0.01314816872493769,-0.010091918827781632,-0.004704251531295878,0.9998515634088314
1719786225.1665757,2071,1719786225,194953000,world,-2.0742760429141756,-1.915792197600306,0.13657504507809826,0.013148713223098083,-0.010071697214756405,-0.004703390666620503,0.9998517641990877
1719786225.1763136,2072,1719786225,208850000,world,-2.0742766632685528,-1.915789033152246,0.13659245879939427,0.01314657307474561,-0.010086910476325416,-0.0047134093702107605,0.9998515918002742
1719786225.1862338,2073,1719786225,218729000,world,-2.0742877752272926,-1.9158134677406256,0.13658440599256338,0.013154601369801913,-0.010085154817664468,-0.004686927398864893,0.9998516284062666
1719786225.1963425,2074,1719786225,226111000,world,-2.074287643866926,-1.9158081058970715,0.1365612267001472,0.013146613601007752,-0.010096239135807178,-0.0047059707873859285,0.9998515321511923
1719786225.206306,2075,1719786225,234734000,world,-2.074263623409494,-1.9157921822153825,0.13658324357406668,0.013167399645981761,-0.01006385593648739,-0.004677965146401156,0.999851716522176
1719786225.2162328,2076,1719786225,244846000,world,-2.074281969175753,-1.915795600764979,0.13659742715441547,0.013158323992739664,-0.010074491342496786,-0.004720119264706324,0.9998515307824553
1719786225.226482,2077,1719786225,254463000,world,-2.074275792312706,-1.9157936156685784,0.13658152115127337,0.013152460123849902,-0.010053979583366306,-0.004727021244142731,0.9998517817943744
1719786225.226505,2078,1719786225,263911000,world,-2.0742708862355173,-1.9157970789927503,0.13656738971709928,0.013141599603282332,-0.01008788434317219,-0.004695500372525478,0.9998517316210426
1719786225.246217,2079,1719786225,276247000,world,-2.0742684360713186,-1.9158087589075035,0.13656200293939444,0.013138600991172972,-0.01010095708431943,-0.0047040994333228635,0.9998515986277648
1719786225.256341,2080,1719786225,284370000,world,-2.0742619464036514,-1.9157902586048605,0.1365588518932327,0.013149865341142635,-0.010088145670720085,-0.004697502141130403,0.9998516109063735
1719786225.2662096,2081,1719786225,294678000,world,-2.074264511014709,-1.915765934329003,0.13655399092918938,0.013139254423560585,-0.010055129314281435,-0.004709956666036733,0.9998520243895446
1719786225.2762773,2082,1719786225,304969000,world,-2.0742664816103735,-1.9157656877308693,0.13657255758703088,0.013113825961502627,-0.01004325050880195,-0.004701150124079942,0.9998525190623764
1719786225.286219,2083,1719786225,314167000,world,-2.0742544003967742,-1.9157584589822454,0.13657980062873368,0.013114389867720679,-0.010075083135566529,-0.004729593444754895,0.9998520572685022
1719786225.2962403,2084,1719786225,325588000,world,-2.074260938166969,-1.9157761600970487,0.13655252631841075,0.013105605065347775,-0.010108544175029884,-0.004699016611790841,0.9998519788915831
1719786225.3066669,2085,1719786225,334407000,world,-2.0742597372054328,-1.915795806537086,0.13655221176841217,0.013110540129431731,-0.010145793673928498,-0.004705403353072411,0.9998515068686578
1719786225.3162258,2086,1719786225,344222000,world,-2.0742639540380643,-1.9157650470931902,0.13656200895946144,0.013123022854076937,-0.010107736207418677,-0.004698638890422769,0.9998517603787626
1719786225.3264241,2087,1719786225,354782000,world,-2.0742568887887063,-1.9157128215284573,0.13655653207654594,0.013115746889249347,-0.010084916194133745,-0.004709992050572432,0.9998520328647524
1719786225.3362064,2088,1719786225,363988000,world,-2.074260799738935,-1.9157215441343696,0.13658007531972988,0.013140714144496872,-0.010093595847985077,-0.004698267908015929,0.9998516726161409
1719786225.3462787,2089,1719786225,376083000,world,-2.0742617015060785,-1.915722237537126,0.13659232374174926,0.013108660187249974,-0.010108556619748226,-0.004703981020789782,0.99985191537233
1719786225.3562212,2090,1719786225,384735000,world,-2.0742569714165024,-1.9157271565035712,0.136574452783577,0.013136961816540178,-0.010126919005241191,-0.004684675341139764,0.9998514487475828
1719786225.3662374,2091,1719786225,394148000,world,-2.0742616927504263,-1.9157312110180662,0.13656359117079883,0.013124097242426065,-0.01013444367007265,-0.004684957603758164,0.9998515401274933
1719786225.3761961,2092,1719786225,404662000,world,-2.0742523519102165,-1.915729103698548,0.13659358142707154,0.01311006828314975,-0.010159152411045966,-0.0046957469245967635,0.9998514228087694
1719786225.3862047,2093,1719786225,414307000,world,-2.074268563964733,-1.9157359556829339,0.13660190107781706,0.013148483140184214,-0.01008855902688722,-0.00468626037298162,0.9998516776660378
1719786225.3962955,2094,1719786225,424994000,world,-2.074271019550979,-1.9157425005186677,0.13659122392464504,0.013138189161444564,-0.01008379001823352,-0.004691186522236919,0.9998518379907295
1719786225.406216,2095,1719786225,435234000,world,-2.074275885369774,-1.915765807382267,0.13659571062892203,0.0131370139706298,-0.010091907533293122,-0.004698662447914328,0.9998517364276943
1719786225.4162095,2096,1719786225,444083000,world,-2.0742757041666633,-1.9157635459988323,0.13658688825301632,0.013151641180086441,-0.01010937842708845,-0.004683294059060436,0.9998514397443475
1719786225.4263737,2097,1719786225,454101000,world,-2.0742655056957444,-1.9157627842459228,0.1365817204798177,0.013128827735674822,-0.010145084757996678,-0.004694921465564651,0.9998513233726165
1719786225.436806,2098,1719786225,468776000,world,-2.074268440108326,-1.9157518528768047,0.13660684023522243,0.013163796198033487,-0.01008979907542977,-0.00472172481516348,0.9998512968132033
1719786225.4469373,2099,1719786225,478659000,world,-2.074271197110269,-1.9157537603173889,0.13660494732477413,0.013139349189302502,-0.010087820513990951,-0.004695625798725403,0.9998517612518957
1719786225.456471,2100,1719786225,486610000,world,-2.0742688475237907,-1.9157603839884003,0.13657821443511356,0.013138149561981184,-0.01010574751622853,-0.004704269201115204,0.9998515553543481
1719786225.4665372,2101,1719786225,494908000,world,-2.0742684628339476,-1.9157797854559893,0.13657518007356792,0.013161982267092599,-0.010082427805001643,-0.004684247678901567,0.9998515713324857
1719786225.4761953,2102,1719786225,504339000,world,-2.074268780822032,-1.9157871471542165,0.13657886532982427,0.013204378492201345,-0.010124980153909108,-0.00468865167575149,0.9998505616895863
1719786225.4862533,2103,1719786225,515422000,world,-2.074269053433345,-1.9157659446215265,0.13658378142819305,0.013192520428675818,-0.010124720532487396,-0.0046871535027646575,0.9998507278743762
1719786225.4963045,2104,1719786225,524839000,world,-2.074273360974394,-1.9157496952586845,0.13659459808102084,0.013135363327652722,-0.010114475705019806,-0.004719836718305423,0.9998514303399361
1719786225.506234,2105,1719786225,538171000,world,-2.0742783283974666,-1.9157764608001995,0.13660681851415402,0.013135987305955932,-0.010096463273675233,-0.004685857949154195,0.999851764014117
1719786225.5162432,2106,1719786225,548867000,world,-2.074274711295043,-1.9157972806375787,0.13658486100863915,0.013148938541070621,-0.010122281919211556,-0.004708390017873403,0.9998512268769943
1719786225.5262258,2107,1719786225,556226000,world,-2.0742781315237986,-1.915804528512982,0.13656348275832939,0.01314314508648578,-0.010153277803589175,-0.004694260794245376,0.9998510552090618
1719786225.536276,2108,1719786225,565340000,world,-2.0742764289068103,-1.9157811683720443,0.13657135926753966,0.013150924509236123,-0.010134200455722534,-0.004702468062098924,0.9998511078954709
1719786225.5465658,2109,1719786225,574892000,world,-2.0742771996988325,-1.9157699095962326,0.1366031120028582,0.013144956269629688,-0.010084990534070087,-0.004697567798957534,0.9998517069782757
1719786225.5565805,2110,1719786225,584620000,world,-2.0742755128471866,-1.91576244242325,0.1365872085667423,0.0131679559343114,-0.01007779945884636,-0.004712988484534568,0.9998514042767177
1719786225.5666316,2111,1719786225,594828000,world,-2.0742719630467032,-1.9157771010087916,0.13656213625018956,0.013126756327944047,-0.01014706615970172,-0.0047123231503633355,0.9998512486001025
1719786225.5762753,2112,1719786225,604736000,world,-2.074276757090701,-1.9158052039236273,0.13658779371567253,0.013146669971570551,-0.01011677022368181,-0.0046578636710265875,0.9998515491486334
1719786225.576371,2113,1719786225,613928000,world,-2.0742845705255903,-1.9157835139889356,0.13660097044247207,0.013133581832606525,-0.010147707508724417,-0.004680520841925615,0.9998513018370343
1719786225.5962045,2114,1719786225,624936000,world,-2.0742767635528008,-1.9157530538063767,0.13661813915109458,0.013147238164074353,-0.01011380536189553,-0.004681951850155158,0.9998514591661262
1719786225.6062453,2115,1719786225,634583000,world,-2.0742762129127623,-1.9157464852873147,0.13663102365873991,0.013138977403443618,-0.010101482278692247,-0.004717954791406781,0.9998515230928797
1719786225.616202,2116,1719786225,645467000,world,-2.07428587796936,-1.915773716075118,0.13661052576729157,0.013147654972300969,-0.010131232678783615,-0.004710976963162446,0.9998511409150815
1719786225.6265423,2117,1719786225,654898000,world,-2.0742819156971413,-1.9157943093391891,0.13659125124695545,0.013156399318549884,-0.010129368559827205,-0.0047251629539801065,0.9998509778385019
1719786225.6362884,2118,1719786225,664068000,world,-2.0742706802665634,-1.9157879382687544,0.13660863742767487,0.013153644012664953,-0.010117472790580681,-0.004693874682286867,0.9998512819084583
1719786225.6462257,2119,1719786225,676452000,world,-2.0742761645642434,-1.9157640484034508,0.13662321919010034,0.013139251034109468,-0.010128314150929458,-0.0047028964238910315,0.9998513189969541
1719786225.656233,2120,1719786225,684322000,world,-2.0742773921588302,-1.9157502993026365,0.1366389970611734,0.013146130983355568,-0.010079779395441982,-0.004705421196457869,0.9998517071540517
1719786225.666216,2121,1719786225,694145000,world,-2.0742894355926382,-1.9157648648027603,0.13663145375087388,0.013131301211610616,-0.01008123759782415,-0.004702375658774076,0.9998519016535149
1719786225.6764476,2122,1719786225,706051000,world,-2.074282975048808,-1.9157778878382896,0.1366175553979238,0.013157513455983325,-0.010135821739631023,-0.0047080592341515,0.999850978464074
1719786225.6865957,2123,1719786225,714311000,world,-2.074281242332749,-1.9157785033048462,0.13660971278951126,0.01314829330526552,-0.010131691416492825,-0.004678755540402589,0.9998512791704539
1719786225.6962404,2124,1719786225,726338000,world,-2.074277350635957,-1.9157729390186655,0.13660018712351013,0.01312423193368864,-0.010154992130213708,-0.004692479090383241,0.999851294598838
1719786225.706214,2125,1719786225,734671000,world,-2.074283445422389,-1.9157573452737715,0.13662469844864233,0.013143468687754938,-0.010136980974955046,-0.004701872994617693,0.99985118054534
1719786225.71622,2126,1719786225,744207000,world,-2.0742815660279557,-1.915757816324088,0.1366285880894668,0.013141795450335962,-0.010104855665194302,-0.0046999266543721035,0.9998515368762358
1719786225.726233,2127,1719786225,755479000,world,-2.074282942962676,-1.9157694366592168,0.13661744188547234,0.013123632721446376,-0.010109207615407125,-0.004698444641235025,0.999851738411018
1719786225.7362723,2128,1719786225,764285000,world,-2.074282019710761,-1.915781495537839,0.13661513840403017,0.013138680818001396,-0.010133654327233742,-0.0046860217694065665,0.9998513516099858
1719786225.746542,2129,1719786225,775704000,world,-2.074279671951216,-1.9157880776955603,0.13663537735950357,0.013130981623884484,-0.01014415245486553,-0.0046998978750466686,0.9998512811676193
1719786225.756196,2130,1719786225,784734000,world,-2.0742797175934364,-1.9157913080791196,0.13664032681989274,0.013108754200120492,-0.010166460692371029,-0.004683065539209121,0.9998514252315025
1719786225.7661955,2131,1719786225,794283000,world,-2.074271503272648,-1.9157542526097002,0.1366298872352363,0.013116145876950197,-0.010125125989457931,-0.004706792636265258,0.9998516363161644
1719786225.7762096,2132,1719786225,804533000,world,-2.074274693460318,-1.9157710206679293,0.13662705915771126,0.013126793103893922,-0.01012416701297728,-0.004701155584784121,0.9998515328193824
1719786225.786477,2133,1719786225,814477000,world,-2.074279362197764,-1.9158006028352519,0.13663311428454733,0.013124564924948208,-0.010151024474321844,-0.004699329730300085,0.9998512983427779
1719786225.7962039,2134,1719786225,824815000,world,-2.0742724867596998,-1.9157899208349032,0.13663416453130375,0.013156052122811337,-0.010133901864009922,-0.0046776751940544115,0.9998511597634577
1719786225.806292,2135,1719786225,835292000,world,-2.074261619114454,-1.915791098844575,0.13663671813139897,0.013111852075645705,-0.010179657506721958,-0.004687819640446913,0.9998512280610605
1719786225.8068755,2136,1719786225,844093000,world,-2.0742678435190203,-1.9157759834226775,0.13665122309206174,0.013114626433186151,-0.010136045783851976,-0.004687229573326332,0.9998516375084419
1719786225.8263893,2137,1719786225,854283000,world,-2.0742681285894813,-1.9157536374338195,0.136639738979454,0.013110225652087476,-0.010095878051341715,-0.004698875750990527,0.9998520469531484
1719786225.8265903,2138,1719786225,864918000,world,-2.074276899592014,-1.915782856961522,0.13661881788245378,0.013133637776328809,-0.01011410484202208,-0.004703427329454197,0.999851534085617
1719786225.8462098,2139,1719786225,875095000,world,-2.074263111210453,-1.915803848179121,0.13662125136479167,0.013134614040799842,-0.0101291298046591,-0.004685776709248822,0.9998514520367666
1719786225.856209,2140,1719786225,884701000,world,-2.074264041151125,-1.9157887207751751,0.1365939260789555,0.01313289922212694,-0.010134484089838365,-0.0046845914650573825,0.9998514258593922
1719786225.8665287,2141,1719786225,894255000,world,-2.0742794063920003,-1.9157636864273464,0.13658837113822356,0.013127381439234509,-0.01012850352899537,-0.004700168866478849,0.9998514858144877
1719786225.876207,2142,1719786225,904608000,world,-2.074285718015041,-1.915756647591608,0.13662797353226624,0.013148206193489144,-0.010081147874244452,-0.004704330884586881,0.9998516712004634
1719786225.8862057,2143,1719786225,915418000,world,-2.074287244426601,-1.9157719824951058,0.13661165060276256,0.01313762597775549,-0.010081158555188069,-0.004701969047868931,0.9998518212779965
1719786225.8962092,2144,1719786225,928597000,world,-2.0742853793837,-1.9157874448725016,0.13659718202887697,0.013161187200573977,-0.01010274937904436,-0.004683622899586524,0.999851379597483
1719786225.9065263,2145,1719786225,937567000,world,-2.074285602641386,-1.915795392581697,0.13662105791701726,0.013180263882709825,-0.010103541128262906,-0.004697910160130161,0.9998510532778265
1719786225.9162161,2146,1719786225,946244000,world,-2.074293868861382,-1.9157990387471215,0.1366295846108395,0.013158782030570233,-0.010106676489454108,-0.004682081656960057,0.9998513787844506
1719786225.926218,2147,1719786225,955591000,world,-2.074288596738211,-1.9157926362903714,0.13663705216883168,0.013148891572672027,-0.010073738375879403,-0.004710363394356232,0.9998517084659294
1719786225.9361956,2148,1719786225,965303000,world,-2.07428834098972,-1.9157983845110957,0.1366214016974269,0.013157195385831337,-0.010034070735561187,-0.0047370805833621835,0.9998518718798299
1719786225.9462008,2149,1719786225,974767000,world,-2.0742845952672573,-1.9158122878352477,0.1365959312089233,0.013129979887231738,-0.010074141433942486,-0.004716956819132968,0.9998519218468784
1719786225.9561965,2150,1719786225,984562000,world,-2.074284080247718,-1.9158108850229412,0.13659801828900425,0.013152136045587745,-0.010086561153796027,-0.004712278236849971,0.9998515274956316
1719786225.96622,2151,1719786225,994907000,world,-2.07428337135322,-1.9157889919914577,0.13660609970813478,0.013123786499029013,-0.010103604658484424,-0.0047105912702695985,0.9998517358742333
1719786225.9762123,2152,1719786226,4961000,world,-2.074288460675841,-1.915777307850126,0.1366343373748395,0.013105699297629551,-0.010121066270502507,-0.0046816811137338704,0.999851932300687
1719786225.9863243,2153,1719786226,14017000,world,-2.0742925882353305,-1.915753538505847,0.1366549041111811,0.013090902771213265,-0.010094968629930716,-0.00467498228284765,0.9998524213170914
1719786225.9963534,2154,1719786226,25152000,world,-2.074299116235142,-1.9157538406343524,0.13663824438224675,0.0131128228358592,-0.010138410647622957,-0.004702077766131415,0.9998515674696403
1719786226.0068088,2155,1719786226,34649000,world,-2.074285567573842,-1.915757537100974,0.13661114125103696,0.013123799392464448,-0.010184934689678874,-0.004668535997328379,0.9998511077988137
1719786226.0163932,2156,1719786226,45032000,world,-2.074283966473439,-1.9157546523973863,0.1366167590111169,0.01312279132489495,-0.010173671666345818,-0.004672732534761546,0.9998512160933382
1719786226.0263436,2157,1719786226,54903000,world,-2.074289572363841,-1.9157550667235188,0.13660598544598448,0.013139563119601867,-0.010173684702313047,-0.004691410844118027,0.9998509082282696
1719786226.026452,2158,1719786226,63952000,world,-2.074284008198854,-1.9157389830285088,0.13662263451580622,0.013172545927438188,-0.010138524743160264,-0.004698636549717176,0.9998507974514975
1719786226.04623,2159,1719786226,76480000,world,-2.0742826651811064,-1.915763040270334,0.13665925896498446,0.01313939739851676,-0.010143413349869214,-0.004706041364825156,0.9998511492098664
1719786226.0564752,2160,1719786226,84709000,world,-2.074290580862449,-1.915761350521649,0.13664225873666414,0.013133296623155422,-0.010174209691054615,-0.004679872467203848,0.9998510392906842
1719786226.0662246,2161,1719786226,93995000,world,-2.074282713187848,-1.9157593615506217,0.136615503668931,0.013137352408079865,-0.010184159492860272,-0.0046919087100961996,0.9998508283037956
1719786226.0762465,2162,1719786226,105525000,world,-2.0742895713210574,-1.915767381548059,0.13661924940113165,0.013177029134350357,-0.010164598354946236,-0.00470678726197781,0.9998504353137752
1719786226.0775576,2163,1719786226,114052000,world,-2.074298044506594,-1.915769928552967,0.13662328967606743,0.013131669943733272,-0.010179817876591626,-0.004687530789644219,0.9998509676984789
1719786226.0962024,2164,1719786226,124528000,world,-2.0742956458169055,-1.915763320610732,0.13663964614401536,0.013141488504276204,-0.010116744174332056,-0.004685783974196811,0.9998514870698301
