accel.linear.x,accel.linear.y,accel.linear.z,accel.angular.x,accel.angular.y,accel.angular.z
1.3251838623046874,-0.22505380859374996,9.691678906249999,0.001864212763055425,0.026365294791784427,-0.010386328251308977
0.7948708984374999,-0.4010267333984375,9.709635327148437,0.018642127630554624,0.01917475984857045,-0.003994741635118775
0.6009415527343749,-0.189140966796875,9.59112294921875,0.008255799379245575,-0.002396844981071275,0.003994741635118825
0.632066015625,-0.16998745117187497,9.549224633789063,0.003462109417102975,0.0,0.017843179303530875
0.47644370117187496,-0.14604555664062502,9.627035791015626,0.0026631610900792503,0.02689792700980022,0.0106526443603169
0.2765288818359375,-0.07302277832031248,9.737168505859376,0.01864212763055465,-0.0013315805450396252,0.00372842552611085
0.34476328124999994,-0.0418983154296875,9.692876000976561,0.0263652947917844,-0.0007989483270237751,0.007456851052221799
-0.08379663085937503,-0.5638316162109375,9.861666357421875,0.03169161697194287,-0.0162452826494833,0.023169501483689323
0.471655322265625,-0.45369890136718743,9.674919580078125,0.019174759848570474,-0.022370553156665546,0.013582121559404074
0.6763585205078124,-0.24540441894531248,9.750336547851562,0.00585895439817425,-0.009321063815277275,0.004261057744126725
0.6452340576171874,-0.2537840820312499,9.810191284179687,0.0021305288720634002,-0.012783173232380277,0.017310547085515
0.5781967529296874,-0.24061604003906245,9.78265810546875,0.007723167161229776,-0.015446334322459551,0.016777914867499126
0.6308689208984374,-0.40342092285156245,9.744351074218748,0.027164243118808176,-0.018642127630554627,0.001065264436031675
0.5781967529296874,-0.2908940185546875,9.812585473632812,0.016777914867499175,-0.023702133701705173,-0.0042610577441267
0.9277484130859375,-0.3339894287109375,9.568378149414063,0.0063915866161901,-0.009321063815277277,-0.003462109417102925
0.785294140625,-0.289696923828125,9.637809643554688,-0.0149137021044437,-0.009853696033293126,0.003994741635118825
0.7817028564453125,-0.3315952392578124,9.616261938476562,-0.03249056529896665,0.0055926382891664005,0.0106526443603169
0.7709290039062499,-0.43334829101562494,9.746745263671874,-0.02024002428460215,0.005592638289166325,-0.0063915866161901504
0.593758984375,-0.5494664794921875,9.825753515625,-0.003994741635118775,0.004793689962142575,-0.0063915866161901504
0.634460205078125,-0.4908088378906249,9.791037768554688,0.0018642127630554752,0.007190534943213925,-0.00106526443603165
0.782899951171875,-0.4106034912109375,9.634218359375,0.0034621094171030254,0.0047936899621426,0.0026631610900792
0.5877735107421874,-0.52193330078125,9.540844970703125,-0.01757686319452295,-0.00585895439817425,-0.001065264436031625
0.519539111328125,-0.4309541015624999,9.574363623046874,-0.041278996896228146,-0.0029294771990871753,-0.0010652644360317001
0.49679431152343745,-0.14245427246093745,9.672525390625,-0.027164243118808197,-0.0005326322180158249,0.0007989483270237249
0.423771533203125,-0.189140966796875,9.574363623046874,-0.006657902725198076,0.02130528872063385,0.008255799379245575
0.2884998291015625,-0.34356618652343746,9.765898779296874,0.020506340393610076,0.029028455881863653,0.005858954398174275
0.39144997558593747,-0.14843974609375002,9.82096513671875,0.04074636467821227,0.033289513625990426,-0.004527373853134675
0.42736281738281245,-0.3004707763671875,9.706044042968749,0.06125270507182243,0.020772656502618,-0.008788431597261425
0.6619933837890624,-0.3483545654296875,9.71202951660156,0.051931641256545105,-0.0026631610900792,-0.005592638289166325
1.0857649169921875,0.10055595703124996,9.743153979492188,0.04101268078722022,-0.009853696033293127,-0.0010652644360316498
0.835572119140625,-0.059854736328125026,9.419938403320312,0.03462109417103005,0.01677791486749915,-0.002396844981071275
0.57460546875,-0.21906833496093747,9.554013012695313,0.01997370817559425,0.025566346464760626,-0.010386328251308974
0.648825341796875,-0.24181313476562494,9.576757812499999,-0.0047936899621426,0.008522115488253552,-0.005326322180158425
0.6141095947265625,-0.31124462890624993,9.640203833007812,-0.0106526443603169,-0.012516857123372374,0.00798948327023765
0.47644370117187496,-0.28610563964843744,9.6629486328125,-0.0047936899621426,-0.016245282649483325,0.017576863194522924
0.4848233642578125,-0.27293759765625,9.738365600585936,0.023702133701705173,-0.009853696033293124,0.012783173232380301
0.45130471191406246,-0.22625090332031247,9.671328295898437,0.03355582973499835,-0.023169501483689302,0.00026631610900787505
0.509962353515625,-0.33279233398437497,9.706044042968749,0.024767398137736846,-0.04021373246019645,0.009321063815277274
0.691920751953125,-0.4106034912109374,9.684496337890625,0.002663161090079175,-0.036218990825077596,0.013848437668412001
0.7433958251953124,-0.36990227050781244,9.770687158203124,-0.009853696033293124,-0.0330231975169825,0.00426105774412675
