Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,accel.linear.x,accel.linear.y,accel.linear.z,accel.angular.x,accel.angular.y,accel.angular.z
1719786224.7375486,2028,1719786224,764253000,world,0.02801269482155533,-0.4665509076140495,-0.07879441000890886,0.008394937346875162,-0.0038022901558754027,-0.0029352419237875004
1719786224.7473,2029,1719786224,774953000,world,-0.03200072260511888,-0.09879929213862937,0.11220271042583496,-0.006281559482642268,-0.00853649115546648,0.006911373267291374
1719786224.747501,2030,1719786224,784310000,world,0.07030416876219192,0.13474450953454564,0.047279075643114066,0.0064676028738278836,0.0060403276378701585,-0.002544880913138259
1719786224.7670248,2031,1719786224,794622000,world,-0.08336972817879484,0.47412346533270977,-0.037140072768893084,-0.005644404852617083,0.003926365614738745,-0.007202583169495943
1719786224.7772303,2032,1719786224,808619000,world,0.016372385722718263,-0.11919186396758263,0.29396736394848855,0.00011649925492273945,0.008340302146274155,0.0034667238524800693
1719786224.7870686,2033,1719786224,817991000,world,0.03073703741307554,-0.3476578487582316,-0.07922584081720974,-0.0015365271740315645,-0.007108416040240008,0.002377341907561782
1719786224.7975538,2034,1719786224,825762000,world,-0.06849726148505653,-0.03738997186752968,-0.3839852250536735,0.0028697200498744605,-0.007466884251896064,0.0014215927059236108
1719786224.8071983,2035,1719786224,834841000,world,0.025968500958484242,-0.007086182614024494,0.05504821800395021,0.004866932164214684,0.0015154927667528797,-0.005095287030997392
1719786224.8175478,2036,1719786224,845005000,world,0.09356015006289908,0.22976914358263656,0.14176925797054762,-0.008586032925053593,-0.0034039095047200506,0.007086901361042849
1719786224.8278,2037,1719786224,854796000,world,-0.11041007038414818,-0.13617790721509593,0.01707961299723948,0.006108125891938884,0.017116611416380267,-0.0035953949755322
1719786224.827838,2038,1719786224,863818000,world,0.14742527273181594,0.47142999688443155,-0.013432963057724567,-0.010748336149334401,-0.0066135786732744554,-0.003407438930581805
1719786224.84739,2039,1719786224,876409000,world,-0.04039501209085472,-0.3687822813769337,0.03426338752082758,0.0067611582665855095,-0.0046448524351467195,-0.00036959264602808543
1719786224.8474114,2040,1719786224,884449000,world,-0.1363452395120035,-0.27904582733384586,-0.19138816181346607,0.00355655578798794,-0.003017097896290743,0.008719482303543169
1719786224.8666277,2041,1719786224,894860000,world,0.05508097434159254,0.23282551427028508,0.26072980853913963,-0.0018011401158049719,-0.00010344784833102607,-0.00890214630528787
1719786224.8772194,2042,1719786224,904900000,world,0.02701123253956439,0.012302947951514653,0.07644755044083906,-0.0024224517205378242,0.0017695974209940124,0.0035990389763349727
1719786224.8866146,2043,1719786224,914355000,world,-0.013452888287801557,0.11995938558939656,-0.11394799589253823,-0.0027840223997759807,0.010169325296543014,0.001659910830357219
1719786224.89672,2044,1719786224,925631000,world,-0.02035752929341328,0.005528966142698266,-0.10622982323377217,0.013149876417701725,-0.0014700025768033442,-0.005044029004123364
1719786224.9091473,2045,1719786224,934484000,world,0.02395374480546053,-0.2469301262753021,-0.1349000759445773,-0.011847696374916158,-0.005761544471694301,0.005659162335967012
1719786224.909486,2046,1719786224,944028000,world,-0.04140824626297501,-0.20399185645780804,0.11043829862222854,0.003614622980971416,-0.010844338241964362,0.0026382943736363556
1719786224.926641,2047,1719786224,954505000,world,0.030822532530727642,0.28034336315041486,0.1799242267896961,-0.00592522938822218,0.006685224969718217,-0.0051481194111358645
1719786224.9367363,2048,1719786224,964246000,world,-0.0372198739873042,0.27098189231411496,-0.028975732462299675,0.010304115598589491,0.01244805858195726,-0.0006994642889729849
1719786224.9465716,2049,1719786224,975779000,world,0.1727385537320103,-0.15807975646708883,0.17644691217399977,-0.011468055621567405,-0.0032602905762828763,-0.007106359213545381
1719786224.9566326,2050,1719786224,984927000,world,-0.12061383568351403,-0.22635524202341273,-0.2846468023989801,0.008454709128330731,-0.010867924230113513,0.01582437868842751
1719786224.966646,2051,1719786224,994866000,world,0.0010421644169866795,-0.0068294273392055516,-0.21815583449019682,-0.005650204025491097,-0.0056670591236051525,-0.009048934843071798
1719786224.976815,2052,1719786225,4560000,world,-0.14956813836786154,0.06530188550346594,0.2784292287202894,0.0024731451354302243,0.0112143531935008,0.0015256970664977627
1719786224.9865777,2053,1719786225,14514000,world,0.20207842748032334,0.267490789351843,0.06374177002638204,0.0017982662721272677,-0.000952574319390686,-0.004744285403696218
1719786224.9965863,2054,1719786225,25053000,world,0.06634462863530644,0.10788515016679767,-0.29032029112946445,0.0007626370943866926,0.014286365128403549,0.007575896486093761
1719786225.0067863,2055,1719786225,35352000,world,-0.21153633115833514,-0.18441875602404068,0.2014490318763551,-0.001596624531673526,-0.017874582140687968,-0.008233529529753883
1719786225.0167654,2056,1719786225,44272000,world,0.049100858503514644,-0.40220058358242383,0.10693845905851429,0.005684450276242758,0.0011942770169082585,0.011395330865832085
1719786225.0268743,2057,1719786225,54109000,world,-0.051270089573840494,0.16498125517294682,-0.26444123777696893,-0.0009198467806738634,0.0007965956303322349,-0.007775039958943305
1719786225.0369232,2058,1719786225,64662000,world,0.11768369196474282,-0.07828687989430705,0.3141104689757812,-0.008247898160325088,0.0016556625414205716,0.003350088265904602
1719786225.046628,2059,1719786225,75173000,world,-0.040907696039482744,0.2898735883394288,-0.08990113269574662,0.005327679247642184,0.0033101116582718916,-0.00915248587024383
1719786225.0566614,2060,1719786225,84548000,world,0.012279509209456307,0.08906386775420216,-0.21246693885729195,-0.006193244206596696,0.0004035538038199105,0.007864140945431097
1719786225.0665333,2061,1719786225,94277000,world,-0.05567921956384225,-0.046956130981268274,-0.022344373739879853,0.0029013480432843477,0.0010687641439723601,0.00386738492739786
1719786225.0771456,2062,1719786225,104395000,world,0.08693645387580773,-0.44087910354706494,0.412693043468082,0.005578083747689701,-0.005465009743890318,-0.004583173063892366
1719786225.0867984,2063,1719786225,115369000,world,-0.06511040531176349,0.08163640096370273,-0.2205773094507424,-0.0076083766135076345,-0.01034329951676312,-0.003268591753969841
1719786225.0970852,2064,1719786225,128875000,world,0.07571575470599612,0.4672969927432824,-0.13003210938361542,0.012149178752687366,0.023011473248121327,0.005505920488041454
1719786225.1067436,2065,1719786225,137474000,world,-0.07862398640590129,-0.0836008548033007,0.20638065846595444,-0.012217511311748499,-0.01358787692887844,-0.002173008064515217
1719786225.1170115,2066,1719786225,145227000,world,0.08042093858851018,-0.20100902314634794,-0.07297885427304251,0.003846255170484614,0.0025592456028661966,-0.006249732451999225
1719786225.1270943,2067,1719786225,154475000,world,0.0014344456777948267,-0.008642168836114905,-0.09768766573853283,-0.0018630621097705563,-0.00031816270017289236,0.0103247977369871
1719786225.137064,2068,1719786225,164413000,world,-0.1767708924482747,-0.2986557374695664,-0.04792209586212959,0.010139241098660285,-0.005027423091780056,-0.0006100773277313227
1719786225.1474564,2069,1719786225,175363000,world,0.17070766370252954,0.39065629455103945,0.14181201453355996,-0.011093713498779136,5.597720792177892e-05,-0.005305066475620089
1719786225.1574774,2070,1719786225,184434000,world,0.06635053121151202,0.11457576259088498,0.044124059721539766,0.0003257969996786729,0.014216706588469123,0.002084166000254875
1719786225.1671698,2071,1719786225,194953000,world,-0.016298016749516364,0.10182334630570722,-0.01386047892015796,0.0025824720118765155,-0.0053002219287793225,-3.5923066651204644e-05
1719786225.1766415,2072,1719786225,208850000,world,-0.0956095774373722,-0.20909806086599758,0.11808590062917235,-0.0005472437148590429,-0.007055545667418243,-0.0022745086148453593
1719786225.1866906,2073,1719786225,218729000,world,-0.10491604362616869,-0.2759903643956285,-0.25466528126905086,0.0019752415679269056,0.0032880672268661548,0.007364434188964982
1719786225.196581,2074,1719786225,226111000,world,0.11243319106402083,0.29796431933570844,-0.15126485585298388,-0.0031224342275385482,-0.002433250450067677,-0.009169908069581598
1719786225.2065525,2075,1719786225,234734000,world,0.23889097065410425,0.10561838134970358,0.4519616633566481,0.005699548582146726,0.008541682937997338,0.009581302504142675
1719786225.2166376,2076,1719786225,244846000,world,-0.4236622369102605,-0.19342231285524036,-0.07833293570680411,-0.00586912887033704,-0.008390779118475402,-0.014203350550302127
1719786225.226884,2077,1719786225,254463000,world,0.2452262930585647,0.054036459971040784,-0.300895834909054,0.0005998935125109694,0.006133599612224279,0.007138204696286306
1719786225.2269006,2078,1719786225,263911000,world,-0.01270785857876433,-0.05448420572484736,0.017745689680215282,-0.0011274275173188822,-0.01097855055251512,0.0075301047370232915
1719786225.2467406,2079,1719786225,276247000,world,-0.024559129903067856,-0.082165905812559,0.08744656469245049,0.0016728455695298214,0.004263711960318956,-0.007952214692330728
1719786225.257008,2080,1719786225,284370000,world,0.04039503468611372,0.3018021739609189,0.022357315430932,0.002845524956535788,0.005122945195702913,0.0031358809725340955
1719786225.2665808,2081,1719786225,294678000,world,-0.09054278724995868,0.05823973214580391,-0.017099178815649374,-0.004318191970578448,0.004111787025066635,-0.003800406578107355
1719786225.276931,2082,1719786225,304969000,world,0.005940153933181591,-0.24077677723832736,0.23427621884813954,-0.003025953898138141,-0.00426849148535811,0.004166525074694787
1719786225.2867017,2083,1719786225,314167000,world,0.1405180926372651,0.06982150490220107,-0.11323616138703141,0.00523425055772456,-0.008669608610761475,-0.00751227669628785
1719786225.2976778,2084,1719786225,325588000,world,-0.18618983794294053,-0.24929863427169963,-0.3451735202572581,-0.001991349613376664,-0.0004706548951213515,0.011779479867785906
1719786225.3069742,2085,1719786225,334407000,world,0.0773873173143258,-0.019453252340095872,0.269597603243521,0.0028160625865001564,-0.0006742633168367691,-0.007374090990796772
1719786225.3167315,2086,1719786225,344222000,world,-0.05417794167961176,0.5040588393301348,0.10111741047841294,0.0015517999075508563,0.015018995571443362,0.0028435581803305516
1719786225.3266666,2087,1719786225,354782000,world,0.11282081989527626,0.21466120837088098,-0.15274073964760548,-0.003928958469950913,-0.0029809363056801006,-0.0037027350212849417
1719786225.3365858,2088,1719786225,363988000,world,-0.10976199586565372,-0.6094817064505875,0.2902012609942717,0.006373018172849077,-0.006391370658630652,0.004596282114681704
1719786225.347126,2089,1719786225,376083000,world,0.030091830849343637,0.08029203155901499,-0.11294821164548052,-0.011374769874803856,-0.0011556630741121684,-0.0036180494406764887
1719786225.3567498,2090,1719786225,384735000,world,0.056318567196456115,-0.042255636889532155,-0.3011938019165106,0.012017307634735342,-0.0008042492776485053,0.005115608059957792
1719786225.3665714,2091,1719786225,394148000,world,-0.09451423499839962,0.00864451950244316,0.07009345394104471,-0.00818367044767644,0.002258178042275793,-0.003971568661910309
1719786225.3765938,2092,1719786225,404662000,world,0.14062174133577798,0.06161834013251877,0.4085186905086746,-0.00022704845931156674,-0.003408087893098756,-0.0021487142678294517
1719786225.3865883,2093,1719786225,414307000,world,-0.2555289472638833,-0.08959303904099158,-0.2167060552718536,0.010535058324170466,0.018955644038871,0.004412352543295356
1719786225.396699,2094,1719786225,424994000,world,0.13756468270731403,0.003071486520678235,-0.18996803917536997,-0.009772561179386288,-0.01307969749676175,-0.0031527592323066962
1719786225.406638,2095,1719786225,435234000,world,-0.024102325490993337,-0.16762027865491191,0.15163857449013163,0.0018172185879616473,-0.0025793163674519585,-0.0005256021122777186
1719786225.4167297,2096,1719786225,444083000,world,0.050470219057352494,0.25568247034035707,-0.13309080182710709,0.003105529962833922,-0.00194575289538978,0.004575319214170088
1719786225.4269192,2097,1719786225,454101000,world,0.10017267808137831,-0.014996305253145437,0.036546027070982756,-0.007449741037331555,-0.0035403441977640473,-0.005521904867268225
1719786225.4376857,2098,1719786225,468776000,world,-0.1313288350024422,0.10169616208699495,0.3028752860334549,0.01167073536680237,0.018181422598077448,-0.0026774298856989094
1719786225.4470327,2099,1719786225,478659000,world,0.0017741063818021985,-0.12838809702264697,-0.270126658530323,-0.012039973213230571,-0.010741453912391345,0.010320053828960143
1719786225.4572594,2100,1719786225,486610000,world,0.051065884214551716,-0.04716230427304069,-0.2483997921226555,0.004702174909229152,-0.003912295295727193,-0.006953492993797713
1719786225.4666479,2101,1719786225,494908000,world,-0.01964896635175961,-0.12777796577490008,0.2369852811492934,0.004986218949616662,0.00814950981064252,0.005891600066795295
1719786225.4765112,2102,1719786225,504339000,world,-0.00702677927399975,0.120397693617047,0.06719617801992372,0.0037028786874338565,-0.013127329984223017,-0.005021947470898215
1719786225.4865339,2103,1719786225,515422000,world,0.0004537677122939954,0.28564230917238476,0.012308421124263003,-0.010824107833122208,0.00859884775447535,0.0011839923026037468
1719786225.4966478,2104,1719786225,524839000,world,-0.04034929736107529,-0.04953169848054273,0.059005544590096104,-0.00898137275998352,0.0021300772871129963,-0.006900254814375582
1719786225.5066879,2105,1719786225,538171000,world,-0.006598820232461833,-0.4301490435687505,0.014037803053867925,0.011428230311176391,0.0013224912633575138,0.013467234485584121
1719786225.5169168,2106,1719786225,548867000,world,0.08584525496235784,0.05945704135701391,-0.34177938648044526,0.0025409951124600065,-0.008629526196413195,-0.01139172622151586
1719786225.5268843,2107,1719786225,556226000,world,-0.07037331179571282,0.13571961975822333,0.005792552051075983,-0.0038286878773252596,-0.0011131824772172712,0.007279857750188605
1719786225.5365765,2108,1719786225,565340000,world,0.05122845744054416,0.3060801634124921,0.29254759520036533,0.0028057306105490273,0.01005965440102996,-0.004307069116597176
1719786225.5470169,2109,1719786225,574892000,world,-0.024734090104949757,-0.12101365126193642,0.23876226108277,-0.0027486088499180977,0.00600521641126828,0.002673037529771105
1719786225.5569134,2110,1719786225,584620000,world,0.024576436681300606,-0.03791602829039675,-0.47656171434456995,0.005796618563871458,-0.00837800681971375,-0.004116952578628597
1719786225.5668716,2111,1719786225,594828000,world,0.01862948837416667,-0.2212575852422738,-0.09168880436838389,-0.012943254645450238,-0.015270521323048193,0.0028868368484264557
1719786225.5768259,2112,1719786225,604736000,world,-0.08343844481117912,-0.13444329294065582,0.5072978203571332,0.012204639615518726,0.019711440236708146,0.011144296914179596
1719786225.576861,2113,1719786225,613928000,world,-0.03019390891534357,0.4979284952733032,-0.12480738683429138,-0.006497805282074349,-0.012012986834610068,-0.015648980014155715
1719786225.5965924,2114,1719786225,624936000,world,0.15620407678884618,0.0877024786727354,0.03991981822965007,0.005365103140570024,0.012885802355181997,0.004469916089329821
1719786225.6066926,2115,1719786225,634583000,world,-0.0725633275111548,-0.23891663496922178,-0.042842009771726364,-0.004332890957606056,-0.0042039838569170734,-0.007014341418643945
1719786225.6165223,2116,1719786225,645467000,world,-0.10215696636173277,-0.3379930686531196,-0.33382399093673243,0.003261239718328161,-0.00854346535290462,0.008518002367027043
1719786225.6271582,2117,1719786225,654898000,world,0.13627328816490092,0.06637523732200279,0.012233711122189295,8.539664565667084e-05,0.006378032025719167,-0.00414860132531551
1719786225.6367896,2118,1719786225,664068000,world,0.07273158359133447,0.26964334505885645,0.3666070105554087,-0.0023833304423999547,0.0018982504896646794,0.009097036928009625
1719786225.6467319,2119,1719786225,676452000,world,-0.16719728257896804,0.17518794868776055,-0.028044182939501727,-0.0022660380458028907,-0.004430508065726464,-0.008144328685910468
1719786225.6568224,2120,1719786225,684322000,world,0.042567030931195404,-0.10140764489241505,0.011961086475997806,0.004295900634042404,0.011837036090043029,0.0014987842816538738
1719786225.6666145,2121,1719786225,694145000,world,-0.10815839221134382,-0.2831460093810634,-0.23321181372604194,-0.004399087729102979,-0.009991692247595762,0.0009388680121110175
1719786225.6767197,2122,1719786225,706051000,world,0.18503977638140157,0.0154246459449503,-0.06355042650535436,0.008177888509433134,-0.010641471467794868,-0.001803652144554109
1719786225.6871376,2123,1719786225,714311000,world,-0.0472782777105607,0.1240756897269435,0.060557445375197805,-0.007104183832472767,0.01168502942842908,0.007079744336022395
1719786225.6969712,2124,1719786225,726338000,world,0.0215898073285814,0.06179752737311972,-0.01683057588575121,-0.0029051763145845092,-0.00535922908486818,-0.008706503712124976
1719786225.706729,2125,1719786225,734671000,world,-0.09986483223922704,0.10029458713312067,0.34036991133329364,0.008688791111539725,0.008208737762656333,0.001062413851404694
1719786225.716557,2126,1719786225,744207000,world,0.07974180865399916,-0.1606479521054638,-0.206216843077478,-0.004192233141822428,0.0028132587276050993,0.0022629339371334333
1719786225.7267199,2127,1719786225,755479000,world,-0.03256329153877857,-0.11149284812272953,-0.15035844818905852,-0.003330333448075943,-0.007277973306063307,-0.00022195789463283833
1719786225.7372415,2128,1719786225,764285000,world,0.02300186635384449,-0.004385434932974164,0.08842722552276916,0.0066016717524940574,-0.0040794950049716176,0.002201666095794116
1719786225.7466505,2129,1719786225,775704000,world,0.014245076300767323,0.05476720900787768,0.2254243691557356,-0.004483220684267691,0.0028802739693293325,-0.00526829913297803
1719786225.7565632,2130,1719786225,784734000,world,-0.023934017652216255,0.033517741619970565,-0.1528949508422528,-0.002979351160927421,-0.0024280468558830104,0.00608050957526833
1719786225.767088,2131,1719786225,794283000,world,0.08259963008683258,0.4028585297866094,-0.15389045045610672,0.00606430539082387,0.012805588884792678,-0.007883302266549297
1719786225.7771523,2132,1719786225,804533000,world,-0.1140450845849017,-0.5382352764837783,0.07611507131383144,0.0005541838605068337,-0.00815475175793543,0.005772230597663464
1719786225.7867415,2133,1719786225,814477000,world,-0.014785497759461919,-0.1281410909359515,0.0888320436112644,-0.0025927367996480795,-0.005540632161302315,-0.0008613327709804064
1719786225.7966735,2134,1719786225,824815000,world,0.11544175510191934,0.4026416767133334,-0.05004880079650942,0.00674295665053231,0.008711044247490023,0.004149583987775299
1719786225.8067179,2135,1719786225,835292000,world,0.03992207181724439,-0.11860010020514622,0.015033533387887044,-0.015129536747075737,-0.012419513283047426,-0.006676701046803515
1719786225.8069758,2136,1719786225,844093000,world,-0.17092049812372778,0.1629343156928087,0.11951360567558078,0.009454828766431065,0.017799204047362644,0.002477376312371398
1719786225.8271143,2137,1719786225,854283000,world,0.059393341054203574,0.07230566960503282,-0.25989073270504814,-0.0014133368247728254,-0.0006498866375445471,-0.002470400447951678
1719786225.8271813,2138,1719786225,864918000,world,-0.0848593207170012,-0.5156551656049224,-0.09436984392485748,0.005494818495374052,-0.011723871447976694,0.0013203934997884571
1719786225.8465657,2139,1719786225,875095000,world,0.22559384093678858,0.08228310103497449,0.23354579338108472,-0.004529601006810325,0.0006039453962511619,0.004403129987694769
1719786225.8568065,2140,1719786225,884701000,world,-0.1471832223298719,0.3611862154495604,-0.29758768174042993,-0.0004958815557619474,0.001979722211334524,-0.0032725922403030925
1719786225.866905,2141,1719786225,894255000,world,-0.1443530020317496,0.09906943882809216,0.21770345104199507,-0.0007161333161258513,0.002314379926429712,-0.003329902842182733
1719786225.8773432,2142,1719786225,904608000,world,0.09053617834542393,-0.17995512090251964,0.45157334774642566,0.005283408995879784,0.008219176504031386,0.002444987415546414
1719786225.8870351,2143,1719786225,915418000,world,0.04785211480395901,-0.2237373923641428,-0.5592532354636859,-0.006337719963134237,-0.009459507755951755,0.0011170682443851713
1719786225.8965397,2144,1719786225,928597000,world,0.03391454461265653,-0.0012747389788181351,0.01854355618086112,0.006776248364839077,-0.004390747126673021,0.0032078645372653064
1719786225.906991,2145,1719786225,937567000,world,-0.020883005866778603,0.07514668200370167,0.38344462025885484,-0.0008117312988655113,0.004249639132451169,-0.00647985298280638
1719786225.9170094,2146,1719786225,946244000,world,-0.08042962310383928,0.04301543770957039,-0.15349194318059478,-0.008175300472749277,-0.0005083702621030081,0.005934738526931853
1719786225.9265792,2147,1719786225,955591000,world,0.13538343166974443,0.10048622174574362,-0.010591358300393594,0.002440460475715066,0.007318819898486994,-0.008702427667654786
1719786225.9365618,2148,1719786225,965303000,world,-0.05016374680089086,-0.12150677474398464,-0.23118029396973494,0.003641991048172628,0.0013240110569634309,0.0003669507835412493
1719786225.946663,2149,1719786225,974767000,world,0.03489973972037319,-0.08155103427665011,-0.0982001709881608,-0.00727284195332033,-0.016034699965934384,0.009086321645574236
1719786225.9570932,2150,1719786225,984562000,world,-0.03230702923406881,0.15306136458503872,0.2755756858455194,0.009931171111412666,0.005522719955619101,-0.0029163903408870426
1719786225.9667149,2151,1719786225,994907000,world,0.0019387495830969215,0.20490219176938496,0.05994339049575359,-0.010099533208664985,-0.0008680032421326618,-0.000711817004899124
1719786225.9766145,2152,1719786226,4961000,world,-0.05798217118879734,-0.10208890151686134,0.20156247574176778,0.0019966949317088635,-0.0001646526126449623,0.005463496233019423
1719786225.9868698,2153,1719786226,14017000,world,0.009617631318015185,0.12085202947043072,-0.07670930363079531,0.0007426547179388504,0.008766248104151686,-0.004320613590526061
1719786225.9970212,2154,1719786226,25152000,world,-0.024004403220700965,-0.24071472784159553,-0.3722646527598572,0.007349353666176568,-0.013854238906756784,-0.006867554232944946
1719786226.0075874,2155,1719786226,34649000,world,0.20076661111367855,-0.03394338116358142,-0.10443402275434055,-0.0023158515801977326,-0.0007643102701364666,0.012095640261215481
1719786226.017167,2156,1719786226,45032000,world,-0.1194756089706317,0.06581170209463139,0.32720891289722553,-0.0022676995262418255,0.011667011640471672,-0.007418859791300693
1719786226.0275788,2157,1719786226,54903000,world,-0.07206990805030955,-0.032990297202939445,-0.16391325212333774,0.0035754546747508945,-0.002234296437057546,-0.0028898081365268365
1719786226.0276575,2158,1719786226,63952000,world,0.11170055389086997,0.16498021142563601,0.2742263495414399,0.0032511145925750882,0.006988503884022105,0.0024160125442549943
1719786226.0466623,2159,1719786226,76480000,world,-0.042211472393027805,-0.4014093683535336,0.1997537935649607,-0.013262833892739743,-0.007944886748194184,-0.00027425666753447535
1719786226.0574894,2160,1719786226,84709000,world,-0.09258699090519684,0.25746990510278067,-0.5362467749855937,0.005317214000934764,-0.005295395331237098,0.0067001565217350645
1719786226.066589,2161,1719786226,93995000,world,0.15783355943987942,0.0029922234245916,-0.0975483941281774,0.002128492955649809,0.004259412735071074,-0.007564476914112291
1719786226.077371,2162,1719786226,105525000,world,-0.14725807810478386,-0.10008968464703116,0.305007999338025,0.0071571486428138,0.005874908753789589,-0.00041815005292271195
1719786226.0774605,2163,1719786226,114052000,world,-0.01615052327430533,0.05472992529176324,0.0029454273511864137,-0.017109412346078046,-0.006962578053646622,0.006562974934731408
1719786226.097184,2164,1719786226,124528000,world,0.1087187522541555,0.0915494714304188,0.12316193012146259,0.011142497627290951,0.015650780674542314,-0.003183129824110007
1719786226.1075041,2165,1719786226,134694000,world,0.037399975711949196,-0.25001101881194643,-0.023833192629163502,-0.007251236527665481,-0.02352732972656114,0.0006976168967135059
1719786226.1075766,2166,1719786226,144194000,world,-0.1000619148694426,0.05986005285452123,-0.0518255191106487,0.00783540163520188,0.0181348264282113,-0.001530951489037419
1719786226.126661,2167,1719786226,155536000,world,0.00818962041737592,0.3692395557819417,-0.32731967614496593,-0.0035649309141078706,-0.013210777677322146,0.0007183309859644267
1719786226.137459,2168,1719786226,164232000,world,0.16345745206702844,0.02901192923232543,0.16280412483971052,0.003601252028730836,0.009614738064467327,-0.0047265814681899205
1719786226.1467373,2169,1719786226,175281000,world,-0.09041182908120504,-0.3771295632470917,0.24965667435844496,-0.003008990961904359,-0.0005617396425276242,0.006122422563752062
1719786226.156559,2170,1719786226,184951000,world,-0.044373322931612336,-0.15269558121255855,-0.08225100386533013,0.001425992874205477,-0.0007215962152457709,0.0026188967099401556
1719786226.16666,2171,1719786226,194169000,world,0.0005326362018109876,0.046160019955276965,-0.23229090104243122,-0.007038990904960412,-0.008665192212140117,-0.0054847855350499625
1719786226.177114,2172,1719786226,205213000,world,-0.056654553310941935,0.24217935379322597,0.1586110838106003,0.010232667849522717,0.006616735250349277,0.0011984521126752238
1719786226.1870794,2173,1719786226,214349000,world,0.08889011856361151,0.18290149303323844,-0.0493044427271605,-0.009240608398546343,0.004666131381690066,-0.0009538652765134277
1719786226.1970534,2174,1719786226,225331000,world,-0.13638880890454175,-0.02974510389330831,-0.11098143001597727,0.013844793635015727,-0.0030009780421795377,0.0014584720897497599
1719786226.206959,2175,1719786226,235449000,world,0.19687781083188582,-0.09424607199992607,0.03803662034618238,-0.014589700810018938,-0.0032168293543435125,-0.005264519895604824
1719786226.216644,2176,1719786226,244200000,world,-0.06570843594122522,-0.4462020557816082,0.07249968493799885,0.008159831535615126,-0.008089135957620786,0.008036044971987994
1719786226.2267745,2177,1719786226,254816000,world,0.02922279917605408,0.2946174611873076,0.0843531580943524,-0.0006266941059453669,0.013936297998780602,-0.00582605607158799
1719786226.2388177,2178,1719786226,264339000,world,-0.06238357128651728,0.16681219408232195,-0.049550667631514944,-0.00021023318304737884,-0.0005722413230286004,0.0018377092377610872
1719786226.2471118,2179,1719786226,274629000,world,-0.005226454535822711,-0.1526875661905791,0.09684377876573169,-0.006950791200182357,-0.0029504723937598273,0.001706881046719197
